travelCode,user_id,Pickup_Location,rental_date,duration,return_date,Car_Id,total_amount,Duration_Hours,Total_Minutes,Days,Hours,Formatted_Duration,Duration_Days
2453,21,Vijayawada,21-10-2022 01:24,7,28-10-2022 01:24,1705,61642,168,10080,7,0,7 days 0 hours,7
2454,21,Kota,27-10-2022 09:10,5,01-11-2022 09:10,8324,41000,120,7200,5,0,5 days 0 hours,5
2461,21,Chennai,15-12-2022 09:02,2,17-12-2022 09:02,4434,16012,48,2880,2,0,2 days 0 hours,2
2463,21,Tirupati,29-12-2022 08:13,0,29-12-2022 14:13,4835,6826,6,360,0,6,0 days 6 hours,0.25
2465,21,Varanasi,01-12-2023 07:36,5,06-12-2023 07:36,5826,36650,120,7200,5,0,5 days 0 hours,5
2467,21,Hisar,26-01-2023 23:13,7,02-02-2023 23:13,9713,55762,168,10080,7,0,7 days 0 hours,7
2469,21,Gangtok,02-09-2023 14:24,4,06-09-2023 14:24,6402,26632,96,5760,4,0,4 days 0 hours,4
2476,21,Puducherry,30-03-2023 23:06,0,06:00.0,2915,7626,16,960,0,16,0 days 16 hours,0.666666667
2479,21,Imphal,20-04-2023 21:19,3,23-04-2023 21:19,9496,17556,72,4320,3,0,3 days 0 hours,3
2482,21,Chandigarh,05-11-2023 21:18,5,10-11-2023 21:18,9094,51020,120,7200,5,0,5 days 0 hours,5
2483,21,Jaipur,19-05-2023 00:31,4,23-05-2023 00:31,7336,28608,96,5760,4,0,4 days 0 hours,4
2484,21,Pune,25-05-2023 07:20,4,29-05-2023 07:20,1505,35224,96,5760,4,0,4 days 0 hours,4
2486,21,Gangtok,06-08-2023 20:52,3,09-08-2023 20:52,6546,27840,72,4320,3,0,3 days 0 hours,3
2488,21,Surat,22-06-2023 05:58,5,27-06-2023 05:58,8553,45580,120,7200,5,0,5 days 0 hours,5
2489,21,Nashik,30-06-2023 01:25,2,02-07-2023 01:25,3385,21312,48,2880,2,0,2 days 0 hours,2
2495,22,Srinagar,18-10-2019 01:32,6,24-10-2019 01:32,5360,40704,144,8640,6,0,6 days 0 hours,6
2499,22,Amritsar,15-11-2019 01:45,7,22-11-2019 01:45,6904,45220,168,10080,7,0,7 days 0 hours,7
2503,22,Srinagar,12-12-2019 16:30,2,14-12-2019 16:30,5299,15932,48,2880,2,0,2 days 0 hours,2
2504,22,Guwahati,19-12-2019 08:25,2,21-12-2019 08:25,2248,11420,48,2880,2,0,2 days 0 hours,2
2507,22,Mopa,01-09-2020 18:30,7,08-09-2020 18:30,3520,39438,168,10080,7,0,7 days 0 hours,7
2513,22,Dabolim,20-02-2020 09:49,3,23-02-2020 09:49,428,20424,72,4320,3,0,3 days 0 hours,3
2514,22,Gwalior,27-02-2020 15:57,6,04-03-2020 15:57,1987,58296,144,8640,6,0,6 days 0 hours,6
2522,22,Puri,23-04-2020 16:05,4,27-04-2020 16:05,4770,54240,96,5760,4,0,4 days 0 hours,4
2523,22,Tirupati,01-05-2020 00:43,6,07-05-2020 00:43,4824,32460,144,8640,6,0,6 days 0 hours,6
2525,22,Dhubri,14-05-2020 06:57,2,16-05-2020 06:57,6158,32344,48,2880,2,0,2 days 0 hours,2
2526,22,Srinagar,21-05-2020 03:45,6,27-05-2020 03:45,5224,32760,144,8640,6,0,6 days 0 hours,6
2527,22,Kolkata,28-05-2020 16:46,3,31-05-2020 16:46,6345,30168,72,4320,3,0,3 days 0 hours,3
2530,22,Visakhapatnam,18-06-2020 23:22,6,24-06-2020 23:22,9818,60420,144,8640,6,0,6 days 0 hours,6
2534,22,Dehradun,16-07-2020 23:49,6,22-07-2020 23:49,5098,65520,144,8640,6,0,6 days 0 hours,6
2535,22,Raipur,23-07-2020 09:40,7,30-07-2020 09:40,2732,60256,168,10080,7,0,7 days 0 hours,7
2538,22,Ranchi,13-08-2020 06:03,6,19-08-2020 06:03,346,56280,144,8640,6,0,6 days 0 hours,6
2540,22,Nashik,27-08-2020 05:31,0,31:00.0,3284,7100,13,780,0,13,0 days 13 hours,0.541666667
2541,22,Ranchi,09-03-2020 09:54,5,14-03-2020 09:54,385,53780,120,7200,5,0,5 days 0 hours,5
2545,22,Ayodhya,10-01-2020 06:07,7,17-01-2020 06:07,7755,61432,168,10080,7,0,7 days 0 hours,7
2550,22,Mumbai,11-05-2020 08:00,7,18-05-2020 08:00,10642,49056,168,10080,7,0,7 days 0 hours,7
2556,22,Dehradun,18-12-2020 00:31,2,20-12-2020 00:31,5135,13768,48,2880,2,0,2 days 0 hours,2
2558,22,Udaipur,31-12-2020 19:57,3,03-01-2021 19:57,8747,27648,72,4320,3,0,3 days 0 hours,3
2559,22,Gwalior,01-07-2021 11:18,2,03-07-2021 11:18,1867,14632,48,2880,2,0,2 days 0 hours,2
2564,22,Kullu-Manali,02-11-2021 13:27,6,08-11-2021 13:27,7548,52248,144,8640,6,0,6 days 0 hours,6
2566,22,Mopa,25-02-2021 15:39,7,04-03-2021 15:39,3580,69160,168,10080,7,0,7 days 0 hours,7
2569,22,Ludhiana,18-03-2021 15:02,2,20-03-2021 15:02,4164,18200,48,2880,2,0,2 days 0 hours,2
2572,22,Dehradun,04-08-2021 21:41,3,07-08-2021 21:41,5153,27348,72,4320,3,0,3 days 0 hours,3
2577,22,Indore,13-05-2021 14:15,4,17-05-2021 14:15,10127,28880,96,5760,4,0,4 days 0 hours,4
2578,22,Diu,20-05-2021 08:34,2,22-05-2021 08:34,8855,10168,48,2880,2,0,2 days 0 hours,2
2581,22,Mumbai,06-10-2021 04:36,7,13-10-2021 04:36,10760,48888,168,10080,7,0,7 days 0 hours,7
2582,22,Imphal,17-06-2021 12:49,5,22-06-2021 12:49,9473,36330,120,7200,5,0,5 days 0 hours,5
2584,22,Gangtok,07-01-2021 06:47,2,09-01-2021 06:47,6507,15832,48,2880,2,0,2 days 0 hours,2
2588,22,Visakhapatnam,29-07-2021 04:10,2,31-07-2021 04:10,9863,11040,48,2880,2,0,2 days 0 hours,2
2589,22,Diu,08-05-2021 09:11,6,14-05-2021 09:11,8863,32520,144,8640,6,0,6 days 0 hours,6
2591,22,Vadodara,19-08-2021 23:54,0,54:00.0,3832,4884,11,660,0,11,0 days 11 hours,0.458333333
2592,22,Bhubaneswar,26-08-2021 07:58,2,28-08-2021 07:58,7993,19632,48,2880,2,0,2 days 0 hours,2
2596,22,Bengaluru,23-09-2021 15:15,2,25-09-2021 15:15,2030,26812,48,2880,2,0,2 days 0 hours,2
2600,22,Raipur,21-10-2021 21:05,2,23-10-2021 21:05,2618,19940,48,2880,2,0,2 days 0 hours,2
2602,22,Delhi NCR,11-04-2021 09:35,4,15-04-2021 09:35,5588,38432,96,5760,4,0,4 days 0 hours,4
2603,22,Guwahati,11-11-2021 18:04,2,13-11-2021 18:04,2312,11568,48,2880,2,0,2 days 0 hours,2
2605,22,Udaipur,25-11-2021 23:27,4,29-11-2021 23:27,8688,25840,96,5760,4,0,4 days 0 hours,4
2608,22,Itanagar,16-12-2021 08:14,7,23-12-2021 08:14,5748,60956,168,10080,7,0,7 days 0 hours,7
2610,22,Khowai,30-12-2021 22:02,2,01-01-2022 22:02,1077,25332,48,2880,2,0,2 days 0 hours,2
2613,22,Chandigarh,20-01-2022 16:35,5,25-01-2022 16:35,9026,37150,120,7200,5,0,5 days 0 hours,5
2618,22,Pune,24-02-2022 19:22,3,27-02-2022 19:22,1546,28440,72,4320,3,0,3 days 0 hours,3
2629,22,Delhi NCR,05-12-2022 08:34,7,12-12-2022 08:34,5436,50162,168,10080,7,0,7 days 0 hours,7
2631,22,Bilaspur,26-05-2022 18:15,2,28-05-2022 18:15,2511,11504,48,2880,2,0,2 days 0 hours,2
2632,23,Coimbatore,26-09-2019 19:28,5,01-10-2019 19:28,190,79780,120,7200,5,0,5 days 0 hours,5
2634,23,Chandigarh,10-10-2019 03:54,6,16-10-2019 03:54,9188,57648,144,8640,6,0,6 days 0 hours,6
2635,23,Tirupati,17-10-2019 23:49,3,20-10-2019 23:49,4873,21798,72,4320,3,0,3 days 0 hours,3
2643,23,Srinagar,12-12-2019 15:51,3,15-12-2019 15:51,5357,43248,72,4320,3,0,3 days 0 hours,3
2645,23,Raigarh,26-12-2019 08:23,5,31-12-2019 08:23,4323,45080,120,7200,5,0,5 days 0 hours,5
2650,23,Guwahati,30-01-2020 13:41,6,05-02-2020 13:41,2296,35712,144,8640,6,0,6 days 0 hours,6
2652,23,Udaipur,13-02-2020 23:57,2,15-02-2020 23:57,8628,13516,48,2880,2,0,2 days 0 hours,2
2653,23,Raigarh,20-02-2020 20:47,7,27-02-2020 20:47,4276,50862,168,10080,7,0,7 days 0 hours,7
2654,23,Varanasi,28-02-2020 01:28,6,05-03-2020 01:28,5930,76560,144,8640,6,0,6 days 0 hours,6
2658,23,Navi Mumbai,26-03-2020 22:33,3,29-03-2020 22:33,1398,50316,72,4320,3,0,3 days 0 hours,3
2660,23,Mopa,04-09-2020 19:57,5,09-09-2020 19:57,3401,37990,120,7200,5,0,5 days 0 hours,5
2663,23,Coimbatore,30-04-2020 20:51,2,02-05-2020 20:51,144,14720,48,2880,2,0,2 days 0 hours,2
2668,23,Varanasi,06-04-2020 05:09,2,08-04-2020 05:09,5970,26920,48,2880,2,0,2 days 0 hours,2
2671,23,Prayagraj,25-06-2020 07:10,3,28-06-2020 07:10,3791,22956,72,4320,3,0,3 days 0 hours,3
2672,23,Ludhiana,07-02-2020 03:10,5,12-02-2020 03:10,4085,46320,120,7200,5,0,5 days 0 hours,5
2676,23,Mumbai,30-07-2020 19:29,1,31-07-2020 19:29,10624,5510,24,1440,1,0,1 days 0 hours,1
2677,23,Bengaluru,09-06-2020 00:45,6,15-06-2020 00:45,2055,31104,144,8640,6,0,6 days 0 hours,6
2680,23,Chennai,28-08-2020 01:37,6,03-09-2020 01:37,4571,62688,144,8640,6,0,6 days 0 hours,6
2688,23,Mumbai,22-10-2020 23:09,5,27-10-2020 23:09,10776,39760,120,7200,5,0,5 days 0 hours,5
2694,23,Raipur,12-03-2020 16:57,2,14-03-2020 16:57,2728,14720,48,2880,2,0,2 days 0 hours,2
2700,23,Ahmedabad,14-01-2021 19:25,2,16-01-2021 19:25,625,15912,48,2880,2,0,2 days 0 hours,2
2704,23,Khowai,02-11-2021 17:16,4,06-11-2021 17:16,1025,31624,96,5760,4,0,4 days 0 hours,4
2708,23,Gwalior,03-11-2021 05:16,6,09-11-2021 05:16,1896,35112,144,8640,6,0,6 days 0 hours,6
2711,23,Diu,05-01-2021 00:13,5,10-01-2021 00:13,8918,75110,120,7200,5,0,5 days 0 hours,5
2718,23,Mysuru,20-05-2021 20:17,2,22-05-2021 20:17,10207,10340,48,2880,2,0,2 days 0 hours,2
2719,23,Varanasi,27-05-2021 14:57,2,29-05-2021 14:57,5938,23840,48,2880,2,0,2 days 0 hours,2
2720,23,Guwahati,06-03-2021 13:39,4,10-03-2021 13:39,2309,38784,96,5760,4,0,4 days 0 hours,4
2732,23,Udaipur,26-08-2021 19:51,3,29-08-2021 19:51,8603,21498,72,4320,3,0,3 days 0 hours,3
2744,23,Diu,19-11-2021 01:46,4,23-11-2021 01:46,8820,29520,96,5760,4,0,4 days 0 hours,4
2754,23,Bengaluru,27-01-2022 11:04,4,31-01-2022 11:04,2091,33792,96,5760,4,0,4 days 0 hours,4
2756,23,Ahmedabad,02-10-2022 11:07,7,09-10-2022 11:07,745,68292,168,10080,7,0,7 days 0 hours,7
2758,23,Visakhapatnam,24-02-2022 14:58,2,26-02-2022 14:58,9966,23392,48,2880,2,0,2 days 0 hours,2
2762,23,Gwalior,24-03-2022 03:31,3,27-03-2022 03:31,1887,18060,72,4320,3,0,3 days 0 hours,3
2767,23,Kolkata,28-04-2022 19:17,5,03-05-2022 19:17,6260,38400,120,7200,5,0,5 days 0 hours,5
2769,23,Hisar,05-12-2022 22:39,6,11-12-2022 22:39,9794,63936,144,8640,6,0,6 days 0 hours,6
2773,23,Shimla,06-09-2022 14:04,2,08-09-2022 14:04,9292,15116,48,2880,2,0,2 days 0 hours,2
2775,23,Shimla,23-06-2022 16:10,3,26-06-2022 16:10,9264,16980,72,4320,3,0,3 days 0 hours,3
2779,24,Prayagraj,10-03-2019 05:53,2,12-03-2019 05:53,3689,17512,48,2880,2,0,2 days 0 hours,2
2781,24,Prayagraj,17-10-2019 09:20,2,19-10-2019 09:20,3603,14132,48,2880,2,0,2 days 0 hours,2
2782,24,Amritsar,24-10-2019 22:55,2,26-10-2019 22:55,6861,24000,48,2880,2,0,2 days 0 hours,2
2783,24,Varanasi,31-10-2019 05:46,7,07-11-2019 05:46,5904,43820,168,10080,7,0,7 days 0 hours,7
2784,24,Bilaspur,11-07-2019 18:27,7,18-07-2019 18:27,2584,56420,168,10080,7,0,7 days 0 hours,7
2789,24,Imphal,13-12-2019 00:50,0,50:00.0,9548,8608,16,960,0,16,0 days 16 hours,0.666666667
2791,24,Gangtok,26-12-2019 22:35,3,29-12-2019 22:35,6557,43248,72,4320,3,0,3 days 0 hours,3
2793,24,Srinagar,01-09-2020 07:54,6,07-09-2020 07:54,5309,57876,144,8640,6,0,6 days 0 hours,6
2796,24,Mumbai,30-01-2020 23:09,5,04-02-2020 23:09,10623,26350,120,7200,5,0,5 days 0 hours,5
2804,24,Shimla,26-03-2020 14:51,4,30-03-2020 14:51,9279,21008,96,5760,4,0,4 days 0 hours,4
2809,24,Imphal,30-04-2020 17:00,2,02-05-2020 17:00,9600,14968,48,2880,2,0,2 days 0 hours,2
2822,25,Gwalior,17-10-2019 04:58,5,22-10-2019 04:58,1809,39780,120,7200,5,0,5 days 0 hours,5
2828,25,Delhi NCR,28-11-2019 14:40,2,30-11-2019 14:40,5576,15904,48,2880,2,0,2 days 0 hours,2
2829,25,Vijayawada,13-05-2019 00:27,6,19-05-2019 00:27,1737,62184,144,8640,6,0,6 days 0 hours,6
2831,25,Bilaspur,19-12-2019 14:16,5,24-12-2019 14:16,2457,42070,120,7200,5,0,5 days 0 hours,5
2845,25,Imphal,26-03-2020 14:47,6,01-04-2020 14:47,9556,54096,144,8640,6,0,6 days 0 hours,6
2849,25,Nashik,23-04-2020 07:31,5,28-04-2020 07:31,3368,40800,120,7200,5,0,5 days 0 hours,5
2850,25,Bhopal,30-04-2020 19:13,5,05-05-2020 19:13,7009,39780,120,7200,5,0,5 days 0 hours,5
2851,25,Chandigarh,05-07-2020 17:03,6,11-07-2020 17:03,9022,105348,144,8640,6,0,6 days 0 hours,6
2853,25,Gwalior,21-05-2020 14:09,0,21-05-2020 23:09,1934,11104,9,540,0,9,0 days 9 hours,0.375
2855,25,Dehradun,06-04-2020 03:29,3,09-04-2020 03:29,5200,23052,72,4320,3,0,3 days 0 hours,3
2858,25,Srinagar,25-06-2020 13:26,4,29-06-2020 13:26,5205,33456,96,5760,4,0,4 days 0 hours,4
2859,25,Ranchi,07-02-2020 13:53,2,09-02-2020 13:53,334,22408,48,2880,2,0,2 days 0 hours,2
2863,25,Chennai,31-07-2020 01:29,2,02-08-2020 01:29,4428,13516,48,2880,2,0,2 days 0 hours,2
2864,25,Indore,08-06-2020 04:56,3,11-06-2020 04:56,10131,28644,72,4320,3,0,3 days 0 hours,3
2865,25,Puri,13-08-2020 23:00,6,19-08-2020 23:00,4725,62184,144,8640,6,0,6 days 0 hours,6
2879,25,Amritsar,19-11-2020 20:08,2,21-11-2020 20:08,6819,14332,48,2880,2,0,2 days 0 hours,2
2883,25,Jaipur,17-12-2020 21:38,4,21-12-2020 21:38,7337,41856,96,5760,4,0,4 days 0 hours,4
2884,25,Coimbatore,24-12-2020 12:57,6,30-12-2020 12:57,180,59880,144,8640,6,0,6 days 0 hours,6
2888,25,Ayodhya,21-01-2021 08:47,3,24-01-2021 08:47,7773,34188,72,4320,3,0,3 days 0 hours,3
2890,25,Khowai,02-04-2021 16:52,2,04-04-2021 16:52,1006,17492,48,2880,2,0,2 days 0 hours,2
2891,25,Guwahati,02-11-2021 18:27,5,07-11-2021 18:27,2250,55550,120,7200,5,0,5 days 0 hours,5
2892,25,Visakhapatnam,18-02-2021 08:40,0,18-02-2021 17:40,9849,8256,9,540,0,9,0 days 9 hours,0.375
2895,25,Surat,03-11-2021 22:21,6,09-11-2021 22:21,8491,50388,144,8640,6,0,6 days 0 hours,6
2899,25,Raigarh,04-08-2021 02:59,6,10-08-2021 02:59,4229,52476,144,8640,6,0,6 days 0 hours,6
2901,25,Gwalior,22-04-2021 20:56,3,25-04-2021 20:56,1971,30444,72,4320,3,0,3 days 0 hours,3
2902,25,Jaipur,29-04-2021 03:53,4,03-05-2021 03:53,7356,36864,96,5760,4,0,4 days 0 hours,4
2907,25,Jamshedpur,06-03-2021 18:43,0,43:00.0,3162,9308,2,120,0,2,0 days 2 hours,0.083333333
2912,26,Delhi NCR,26-09-2019 16:38,5,01-10-2019 16:38,5441,39240,120,7200,5,0,5 days 0 hours,5
2918,26,Vadodara,11-07-2019 11:22,3,14-07-2019 11:22,3803,21348,72,4320,3,0,3 days 0 hours,3
2920,26,Puri,21-11-2019 16:22,2,23-11-2019 16:22,4783,15840,48,2880,2,0,2 days 0 hours,2
2921,26,Varanasi,28-11-2019 16:28,7,05-12-2019 16:28,5858,71190,168,10080,7,0,7 days 0 hours,7
2928,26,Coimbatore,16-01-2020 09:04,6,22-01-2020 09:04,132,51648,144,8640,6,0,6 days 0 hours,6
2929,26,Shillong,23-01-2020 14:05,7,30-01-2020 14:05,6782,141456,168,10080,7,0,7 days 0 hours,7
2934,26,Ayodhya,27-02-2020 06:37,0,37:00.0,7608,5410,14,840,0,14,0 days 14 hours,0.583333333
2938,26,Ranchi,26-03-2020 07:52,2,28-03-2020 07:52,202,13516,48,2880,2,0,2 days 0 hours,2
2943,26,Indore,30-04-2020 21:56,3,03-05-2020 21:56,10002,20124,72,4320,3,0,3 days 0 hours,3
2945,26,Tirupati,14-05-2020 04:26,4,18-05-2020 04:26,4832,19336,96,5760,4,0,4 days 0 hours,4
2955,26,Patna,23-07-2020 17:02,3,26-07-2020 17:02,10411,22644,72,4320,3,0,3 days 0 hours,3
2956,26,Ahmedabad,30-07-2020 19:47,0,31-07-2020 04:47,765,10964,9,540,0,9,0 days 9 hours,0.375
2957,26,Dabolim,08-06-2020 09:16,3,11-06-2020 09:16,522,26124,72,4320,3,0,3 days 0 hours,3
2962,26,Pune,09-10-2020 04:41,0,41:00.0,1597,15316,14,840,0,14,0 days 14 hours,0.583333333
2964,26,Ranchi,24-09-2020 19:18,0,18:00.0,361,10348,13,780,0,13,0 days 13 hours,0.541666667
2970,26,Itanagar,11-05-2020 04:34,6,17-05-2020 04:34,5793,58896,144,8640,6,0,6 days 0 hours,6
2972,26,Nashik,19-11-2020 21:21,1,20-11-2020 21:21,3248,5610,24,1440,1,0,1 days 0 hours,1
2973,26,Bilaspur,26-11-2020 03:07,7,03-12-2020 03:07,2458,70490,168,10080,7,0,7 days 0 hours,7
2976,26,Coimbatore,17-12-2020 03:05,0,05:00.0,170,13460,14,840,0,14,0 days 14 hours,0.583333333
2983,26,Amritsar,03-04-2021 00:29,4,07-04-2021 00:29,6849,33024,96,5760,4,0,4 days 0 hours,4
2984,26,Gangtok,02-11-2021 12:46,3,05-11-2021 12:46,6412,19974,72,4320,3,0,3 days 0 hours,3
2986,26,Bilaspur,25-02-2021 07:52,4,01-03-2021 07:52,2534,43616,96,5760,4,0,4 days 0 hours,4
2991,26,Visakhapatnam,05-01-2021 02:00,2,07-01-2021 02:00,9961,20896,48,2880,2,0,2 days 0 hours,2
2992,26,Ayodhya,04-08-2021 03:25,7,11-08-2021 03:25,7794,73892,168,10080,7,0,7 days 0 hours,7
2998,26,Khowai,20-05-2021 06:29,1,21-05-2021 06:29,1186,10080,24,1440,1,0,1 days 0 hours,1
3000,26,Ayodhya,06-03-2021 18:31,6,12-03-2021 18:31,7625,47436,144,8640,6,0,6 days 0 hours,6
3002,26,Tirupati,17-06-2021 09:06,7,24-06-2021 09:06,4955,61432,168,10080,7,0,7 days 0 hours,7
3008,27,Indore,17-10-2019 16:08,7,24-10-2019 16:08,10170,94920,168,10080,7,0,7 days 0 hours,7
3011,27,Shimla,11-07-2019 22:51,7,18-07-2019 22:51,9340,65660,168,10080,7,0,7 days 0 hours,7
3012,27,Puri,14-11-2019 18:25,1,15-11-2019 18:25,4764,9000,24,1440,1,0,1 days 0 hours,1
3013,27,Varanasi,21-11-2019 13:40,6,27-11-2019 13:40,5968,48360,144,8640,6,0,6 days 0 hours,6
3014,27,Vadodara,28-11-2019 07:28,4,02-12-2019 07:28,3890,46840,96,5760,4,0,4 days 0 hours,4
3016,27,Dehradun,12-12-2019 18:01,4,16-12-2019 18:01,5009,32024,96,5760,4,0,4 days 0 hours,4
3023,27,Diu,30-01-2020 19:09,5,04-02-2020 19:09,8892,37790,120,7200,5,0,5 days 0 hours,5
3024,27,Shillong,02-06-2020 23:39,7,09-06-2020 23:39,6641,54236,168,10080,7,0,7 days 0 hours,7
3026,27,Raipur,20-02-2020 11:05,4,24-02-2020 11:05,2623,20680,96,5760,4,0,4 days 0 hours,4
3027,27,Bhubaneswar,27-02-2020 17:43,3,01-03-2020 17:43,7825,23868,72,4320,3,0,3 days 0 hours,3
3030,27,Prayagraj,19-03-2020 18:09,3,22-03-2020 18:09,3740,27840,72,4320,3,0,3 days 0 hours,3
3033,27,Jamshedpur,04-09-2020 17:38,7,11-09-2020 17:38,3101,87850,168,10080,7,0,7 days 0 hours,7
3039,27,Ayodhya,21-05-2020 18:32,4,25-05-2020 18:32,7708,30032,96,5760,4,0,4 days 0 hours,4
3040,27,Bhubaneswar,28-05-2020 20:55,6,03-06-2020 20:55,7950,92136,144,8640,6,0,6 days 0 hours,6
3056,27,Patna,17-09-2020 08:14,7,24-09-2020 08:14,10510,99442,168,10080,7,0,7 days 0 hours,7
3060,27,Pune,15-10-2020 08:03,2,17-10-2020 08:03,1527,14640,48,2880,2,0,2 days 0 hours,2
3062,27,Kolkata,29-10-2020 20:48,6,04-11-2020 20:48,6218,60420,144,8640,6,0,6 days 0 hours,6
3066,27,Bhubaneswar,27-11-2020 00:08,0,08:00.0,7971,10248,17,1020,0,17,0 days 17 hours,0.708333333
3072,27,Kullu-Manali,01-07-2021 19:25,7,08-07-2021 19:25,7490,81970,168,10080,7,0,7 days 0 hours,7
3074,27,Hisar,21-01-2021 14:33,6,27-01-2021 14:33,9632,29304,144,8640,6,0,6 days 0 hours,6
3076,27,Bilaspur,02-04-2021 12:26,5,07-04-2021 12:26,2563,48580,120,7200,5,0,5 days 0 hours,5
3077,27,Patna,02-11-2021 10:19,6,08-11-2021 10:19,10547,54096,144,8640,6,0,6 days 0 hours,6
3079,27,Ranchi,25-02-2021 08:48,5,02-03-2021 08:48,211,37990,120,7200,5,0,5 days 0 hours,5
3081,28,Guwahati,27-09-2019 00:05,7,04-10-2019 00:05,2239,35714,168,10080,7,0,7 days 0 hours,7
3083,28,Raipur,10-10-2019 14:23,6,16-10-2019 14:23,2604,37500,144,8640,6,0,6 days 0 hours,6
3085,28,Patna,24-10-2019 12:16,5,29-10-2019 12:16,10455,25420,120,7200,5,0,5 days 0 hours,5
3086,28,Mysuru,31-10-2019 21:48,7,07-11-2019 21:48,10220,51310,168,10080,7,0,7 days 0 hours,7
3091,29,Shimla,26-09-2019 10:44,3,29-09-2019 10:44,9342,58524,72,4320,3,0,3 days 0 hours,3
3092,29,Prayagraj,10-03-2019 15:04,7,17-03-2019 15:04,3705,61292,168,10080,7,0,7 days 0 hours,7
3093,29,Coimbatore,10-10-2019 20:04,7,17-10-2019 20:04,197,105812,168,10080,7,0,7 days 0 hours,7
3100,29,Kota,28-11-2019 13:54,4,02-12-2019 13:54,8350,61024,96,5760,4,0,4 days 0 hours,4
3101,29,Nashik,12-05-2019 10:42,6,18-05-2019 10:42,3323,54696,144,8640,6,0,6 days 0 hours,6
3103,29,Kullu-Manali,19-12-2019 04:45,2,21-12-2019 04:45,7502,36716,48,2880,2,0,2 days 0 hours,2
3122,30,Chennai,31-10-2019 03:53,4,04-11-2019 03:53,4411,30392,96,5760,4,0,4 days 0 hours,4
3123,30,Amritsar,11-07-2019 08:23,3,14-07-2019 08:23,6814,27762,72,4320,3,0,3 days 0 hours,3
3125,30,Vadodara,21-11-2019 05:27,4,25-11-2019 05:27,3924,33200,96,5760,4,0,4 days 0 hours,4
3128,30,Puducherry,13-12-2019 00:38,5,18-12-2019 00:38,2801,37740,120,7200,5,0,5 days 0 hours,5
3129,31,Gangtok,26-09-2019 06:22,4,30-09-2019 06:22,6409,31624,96,5760,4,0,4 days 0 hours,4
3131,31,Gwalior,10-10-2019 20:06,2,12-10-2019 20:06,1844,13000,48,2880,2,0,2 days 0 hours,2
3133,31,Gwalior,24-10-2019 13:13,4,28-10-2019 13:13,1977,43856,96,5760,4,0,4 days 0 hours,4
3135,31,Jamshedpur,11-07-2019 21:37,6,17-07-2019 21:37,3092,45348,144,8640,6,0,6 days 0 hours,6
3139,31,Diu,12-05-2019 21:45,4,16-05-2019 21:45,8943,28880,96,5760,4,0,4 days 0 hours,4
3140,31,Udaipur,13-12-2019 01:03,3,16-12-2019 01:03,8683,24348,72,4320,3,0,3 days 0 hours,3
3142,31,Mysuru,27-12-2019 00:34,4,31-12-2019 00:34,10235,27304,96,5760,4,0,4 days 0 hours,4
3144,31,Itanagar,01-09-2020 19:11,2,03-09-2020 19:11,5675,14152,48,2880,2,0,2 days 0 hours,2
3147,31,Puducherry,30-01-2020 21:56,3,02-02-2020 21:56,2819,21348,72,4320,3,0,3 days 0 hours,3
3150,31,Jaipur,20-02-2020 16:07,6,26-02-2020 16:07,7355,53856,144,8640,6,0,6 days 0 hours,6
3151,31,Srinagar,27-02-2020 16:43,3,01-03-2020 16:43,5237,37548,72,4320,3,0,3 days 0 hours,3
3170,31,Indore,07-09-2020 22:52,2,09-09-2020 22:52,10076,14632,48,2880,2,0,2 days 0 hours,2
3172,32,Vijayawada,26-09-2019 07:39,2,28-09-2019 07:39,1797,30432,48,2880,2,0,2 days 0 hours,2
3175,32,Delhi NCR,17-10-2019 16:52,3,20-10-2019 16:52,5519,18156,72,4320,3,0,3 days 0 hours,3
3181,32,Patna,28-11-2019 09:34,7,05-12-2019 09:34,10492,52906,168,10080,7,0,7 days 0 hours,7
3187,32,Khowai,01-09-2020 23:59,3,04-09-2020 23:59,1109,28788,72,4320,3,0,3 days 0 hours,3
3190,32,Puducherry,31-01-2020 00:31,3,03-02-2020 00:31,2958,48216,72,4320,3,0,3 days 0 hours,3
3192,32,Gangtok,13-02-2020 06:38,5,18-02-2020 06:38,6451,38490,120,7200,5,0,5 days 0 hours,5
3206,32,Shimla,21-05-2020 10:39,2,23-05-2020 10:39,9328,14920,48,2880,2,0,2 days 0 hours,2
3207,32,Thiruvananthapuram,28-05-2020 16:17,5,02-06-2020 16:17,8175,38920,120,7200,5,0,5 days 0 hours,5
3212,32,Pune,07-02-2020 16:48,4,11-02-2020 16:48,1515,30904,96,5760,4,0,4 days 0 hours,4
3214,32,Jamshedpur,17-07-2020 01:21,2,19-07-2020 01:21,3090,23420,48,2880,2,0,2 days 0 hours,2
3216,32,Tirupati,30-07-2020 13:51,6,05-08-2020 13:51,4830,79836,144,8640,6,0,6 days 0 hours,6
3219,32,Diu,20-08-2020 10:57,2,22-08-2020 10:57,8850,22120,48,2880,2,0,2 days 0 hours,2
3221,32,Shimla,09-03-2020 16:02,1,10-03-2020 16:02,9390,16056,24,1440,1,0,1 days 0 hours,1
3222,32,Indore,09-10-2020 18:10,5,14-10-2020 18:10,10109,48230,120,7200,5,0,5 days 0 hours,5
3224,32,Delhi NCR,24-09-2020 12:23,0,24-09-2020 15:23,5461,12000,3,180,0,3,0 days 3 hours,0.125
