Car_Id,Make,Model,Car Type,Mileage,Year of Manufacture,Price per day,City,Agency_Name,Base_Fare,LocationID
2316,Hyundai,Hyundai Elantra,Sedan,17 kmpl,2016,6000,Guwahati,Northeast Auto Rentals,1800,12
2317,Hyundai,Hyundai Genesis G90,Luxury,10 kmpl,2015,11000,Guwahati,Northeast Auto Rentals,1800,12
2318,Hyundai,Hyundai Palisade,Luxury,12 kmpl,2018,9000,Guwahati,Northeast Auto Rentals,1800,12
2319,Hyundai,Hyundai i20,Hatchback,20 kmpl,2008,4000,Guwahati,Northeast Auto Rentals,1800,12
2320,Hyundai,Hyundai Grand i10 Nios,Hatchback,21 kmpl,2019,3500,Guwahati,Northeast Auto Rentals,1800,12
2321,Volkswagen,Volkswagen Tiguan,SUV,15 kmpl,2007,7500,Guwahati,Elite Wheels Guwahati,2900,12
2322,Volkswagen,Volkswagen Taigun,SUV,19.20 kmpl (1.0 TSI Manual),2021,6500,Guwahati,Elite Wheels Guwahati,2900,12
2323,Volkswagen,Volkswagen Passat,Sedan,18 kmpl,2010,5800,Guwahati,Elite Wheels Guwahati,2900,12
2324,Volkswagen,Volkswagen Virtus,Sedan,20 kmpl,2018,5500,Guwahati,Elite Wheels Guwahati,2900,12
2325,Volkswagen,Volkswagen Arteon,Luxury,14 kmpl,2017,9000,Guwahati,Elite Wheels Guwahati,2900,12
2326,Volkswagen,Volkswagen Touareg,Luxury,12 kmpl,2002,10000,Guwahati,Elite Wheels Guwahati,2900,12
2327,Volkswagen,Volkswagen Polo,Hatchback,18 kmpl,2019,4000,Guwahati,Elite Wheels Guwahati,2900,12
2328,Volkswagen,Volkswagen Golf,Hatchback,17 kmpl,2005,4500,Guwahati,Elite Wheels Guwahati,2900,12
2329,Toyota,Toyota Fortuner,SUV,12 kmpl,2004,7000,Guwahati,Elite Wheels Guwahati,2900,12
2330,Toyota,Toyota Land Cruiser,SUV,9 kmpl,2001,10000,Guwahati,Elite Wheels Guwahati,2900,12
2331,Toyota,Toyota Camry,Sedan,19 kmpl,2017,6500,Guwahati,Elite Wheels Guwahati,2900,12
2332,Toyota,Toyota Corolla,Sedan,18 kmpl,2011,5500,Guwahati,Elite Wheels Guwahati,2900,12
2333,Toyota,Toyota Crown,Luxury,12 kmpl,2008,8500,Guwahati,Elite Wheels Guwahati,2900,12
2334,Toyota,Toyota Mirai,Luxury,15 kmpl,2014,9000,Guwahati,Elite Wheels Guwahati,2900,12
2335,Toyota,Toyota Yaris,Hatchback,20 kmpl,2015,4500,Guwahati,Elite Wheels Guwahati,2900,12
2336,Toyota,Toyota Glanza,Hatchback,21 kmpl,2019,4000,Guwahati,Elite Wheels Guwahati,2900,12
2337,Ford,Ford Endeavour,SUV,12 kmpl,2003,8000,Guwahati,Elite Wheels Guwahati,2900,12
2338,Ford,Ford Bronco,SUV,10 kmpl,2024,8500,Guwahati,Elite Wheels Guwahati,2900,12
2339,Ford,Ford Fusion,Sedan,15 kmpl,2015,5000,Guwahati,Elite Wheels Guwahati,2900,12
2340,Ford,Ford Taurus,Sedan,14 kmpl,2022,5800,Guwahati,Elite Wheels Guwahati,2900,12
2341,Ford,Ford Mustang,Luxury,10 kmpl,1964,11000,Guwahati,Elite Wheels Guwahati,2900,12
2342,Ford,Ford GT,Luxury,7 kmpl,2004,17000,Guwahati,Elite Wheels Guwahati,2900,12
2343,Ford,Ford Fiesta,Hatchback,18 kmpl,2012,4000,Guwahati,Elite Wheels Guwahati,2900,12
2344,Ford,Ford Focus,Hatchback,17 kmpl,2018,4500,Guwahati,Elite Wheels Guwahati,2900,12
2345,Honda,Honda CR-V,SUV,14 kmpl,2020,7000,Guwahati,Elite Wheels Guwahati,2900,12
2346,Honda,Honda HR-V,SUV,16 kmpl,2018,6500,Guwahati,Elite Wheels Guwahati,2900,12
2347,Honda,Honda Accord,Sedan,17 kmpl,2013,6000,Guwahati,Elite Wheels Guwahati,2900,12
2348,Honda,Honda City,Sedan,19 kmpl,2012,5000,Guwahati,Elite Wheels Guwahati,2900,12
2349,Honda,Honda Legend,Luxury,12 kmpl,2001,7500,Guwahati,Elite Wheels Guwahati,2900,12
2350,Honda,Honda NSX,Luxury,10 kmpl,1999,12500,Guwahati,Elite Wheels Guwahati,2900,12
2351,Honda,Honda Jazz,Hatchback,18 kmpl,2001,4000,Guwahati,Elite Wheels Guwahati,2900,12
2352,Honda,Honda Brio,Hatchback,20 kmpl,2011,3500,Guwahati,Elite Wheels Guwahati,2900,12
2353,Hyundai,Hyundai Creta,SUV,18 kmpl,2014,6000,Guwahati,Elite Wheels Guwahati,2900,12
2354,Hyundai,Hyundai Tucson,SUV,15 kmpl,2004,7000,Guwahati,Elite Wheels Guwahati,2900,12
2355,Hyundai,Hyundai Verna,Sedan,19 kmpl,2018,5500,Guwahati,Elite Wheels Guwahati,2900,12
2356,Hyundai,Hyundai Elantra,Sedan,17 kmpl,2016,6000,Guwahati,Elite Wheels Guwahati,2900,12
2357,Hyundai,Hyundai Genesis G90,Luxury,10 kmpl,2015,11000,Guwahati,Elite Wheels Guwahati,2900,12
2358,Hyundai,Hyundai Palisade,Luxury,12 kmpl,2018,9000,Guwahati,Elite Wheels Guwahati,2900,12
2359,Hyundai,Hyundai i20,Hatchback,20 kmpl,2008,4000,Guwahati,Elite Wheels Guwahati,2900,12
2360,Hyundai,Hyundai Grand i10 Nios,Hatchback,21 kmpl,2019,3500,Guwahati,Elite Wheels Guwahati,2900,12
2361,Volkswagen,Volkswagen Tiguan,SUV,15 kmpl,2007,7500,Guwahati,Supreme Luxe Guwahati,3800,12
2362,Volkswagen,Volkswagen Taigun,SUV,19.20 kmpl (1.0 TSI Manual),2021,6500,Guwahati,Supreme Luxe Guwahati,3800,12
2363,Volkswagen,Volkswagen Passat,Sedan,18 kmpl,2010,5800,Guwahati,Supreme Luxe Guwahati,3800,12
2364,Volkswagen,Volkswagen Virtus,Sedan,20 kmpl,2018,5500,Guwahati,Supreme Luxe Guwahati,3800,12
2365,Volkswagen,Volkswagen Arteon,Luxury,14 kmpl,2017,9000,Guwahati,Supreme Luxe Guwahati,3800,12
2366,Volkswagen,Volkswagen Touareg,Luxury,12 kmpl,2002,10000,Guwahati,Supreme Luxe Guwahati,3800,12
2367,Volkswagen,Volkswagen Polo,Hatchback,18 kmpl,2019,4000,Guwahati,Supreme Luxe Guwahati,3800,12
2368,Volkswagen,Volkswagen Golf,Hatchback,17 kmpl,2005,4500,Guwahati,Supreme Luxe Guwahati,3800,12
2369,Toyota,Toyota Fortuner,SUV,12 kmpl,2004,7000,Guwahati,Supreme Luxe Guwahati,3800,12
2370,Toyota,Toyota Land Cruiser,SUV,9 kmpl,2001,10000,Guwahati,Supreme Luxe Guwahati,3800,12
2371,Toyota,Toyota Camry,Sedan,19 kmpl,2017,6500,Guwahati,Supreme Luxe Guwahati,3800,12
2372,Toyota,Toyota Corolla,Sedan,18 kmpl,2011,5500,Guwahati,Supreme Luxe Guwahati,3800,12
2373,Toyota,Toyota Crown,Luxury,12 kmpl,2008,8500,Guwahati,Supreme Luxe Guwahati,3800,12
2374,Toyota,Toyota Mirai,Luxury,15 kmpl,2014,9000,Guwahati,Supreme Luxe Guwahati,3800,12
2375,Toyota,Toyota Yaris,Hatchback,20 kmpl,2015,4500,Guwahati,Supreme Luxe Guwahati,3800,12
2376,Toyota,Toyota Glanza,Hatchback,21 kmpl,2019,4000,Guwahati,Supreme Luxe Guwahati,3800,12
2377,Ford,Ford Endeavour,SUV,12 kmpl,2003,8000,Guwahati,Supreme Luxe Guwahati,3800,12
2378,Ford,Ford Bronco,SUV,10 kmpl,2024,8500,Guwahati,Supreme Luxe Guwahati,3800,12
2379,Ford,Ford Fusion,Sedan,15 kmpl,2015,5000,Guwahati,Supreme Luxe Guwahati,3800,12
2380,Ford,Ford Taurus,Sedan,14 kmpl,2022,5800,Guwahati,Supreme Luxe Guwahati,3800,12
2381,Ford,Ford Mustang,Luxury,10 kmpl,1964,11000,Guwahati,Supreme Luxe Guwahati,3800,12
2382,Ford,Ford GT,Luxury,7 kmpl,2004,17000,Guwahati,Supreme Luxe Guwahati,3800,12
2383,Ford,Ford Fiesta,Hatchback,18 kmpl,2012,4000,Guwahati,Supreme Luxe Guwahati,3800,12
2384,Ford,Ford Focus,Hatchback,17 kmpl,2018,4500,Guwahati,Supreme Luxe Guwahati,3800,12
2385,Honda,Honda CR-V,SUV,14 kmpl,2020,7000,Guwahati,Supreme Luxe Guwahati,3800,12
2386,Honda,Honda HR-V,SUV,16 kmpl,2018,6500,Guwahati,Supreme Luxe Guwahati,3800,12
2387,Honda,Honda Accord,Sedan,17 kmpl,2013,6000,Guwahati,Supreme Luxe Guwahati,3800,12
2388,Honda,Honda City,Sedan,19 kmpl,2012,5000,Guwahati,Supreme Luxe Guwahati,3800,12
2389,Honda,Honda Legend,Luxury,12 kmpl,2001,7500,Guwahati,Supreme Luxe Guwahati,3800,12
2390,Honda,Honda NSX,Luxury,10 kmpl,1999,12500,Guwahati,Supreme Luxe Guwahati,3800,12
2391,Honda,Honda Jazz,Hatchback,18 kmpl,2001,4000,Guwahati,Supreme Luxe Guwahati,3800,12
2392,Honda,Honda Brio,Hatchback,20 kmpl,2011,3500,Guwahati,Supreme Luxe Guwahati,3800,12
2393,Hyundai,Hyundai Creta,SUV,18 kmpl,2014,6000,Guwahati,Supreme Luxe Guwahati,3800,12
2394,Hyundai,Hyundai Tucson,SUV,15 kmpl,2004,7000,Guwahati,Supreme Luxe Guwahati,3800,12
2395,Hyundai,Hyundai Verna,Sedan,19 kmpl,2018,5500,Guwahati,Supreme Luxe Guwahati,3800,12
2396,Hyundai,Hyundai Elantra,Sedan,17 kmpl,2016,6000,Guwahati,Supreme Luxe Guwahati,3800,12
2397,Hyundai,Hyundai Genesis G90,Luxury,10 kmpl,2015,11000,Guwahati,Supreme Luxe Guwahati,3800,12
2398,Hyundai,Hyundai Palisade,Luxury,12 kmpl,2018,9000,Guwahati,Supreme Luxe Guwahati,3800,12
2399,Hyundai,Hyundai i20,Hatchback,20 kmpl,2008,4000,Guwahati,Supreme Luxe Guwahati,3800,12
2400,Hyundai,Hyundai Grand i10 Nios,Hatchback,21 kmpl,2019,3500,Guwahati,Supreme Luxe Guwahati,3800,12
2401,Volkswagen,Volkswagen Tiguan,SUV,15 kmpl,2007,7500,Bilaspur,Budget Auto Bilaspur,800,13
2402,Volkswagen,Volkswagen Taigun,SUV,19.20 kmpl (1.0 TSI Manual),2021,6500,Bilaspur,Budget Auto Bilaspur,800,13
2403,Volkswagen,Volkswagen Passat,Sedan,18 kmpl,2010,5800,Bilaspur,Budget Auto Bilaspur,800,13
2404,Volkswagen,Volkswagen Virtus,Sedan,20 kmpl,2018,5500,Bilaspur,Budget Auto Bilaspur,800,13
2405,Volkswagen,Volkswagen Arteon,Luxury,14 kmpl,2017,9000,Bilaspur,Budget Auto Bilaspur,800,13
2406,Volkswagen,Volkswagen Touareg,Luxury,12 kmpl,2002,10000,Bilaspur,Budget Auto Bilaspur,800,13
2407,Volkswagen,Volkswagen Polo,Hatchback,18 kmpl,2019,4000,Bilaspur,Budget Auto Bilaspur,800,13
2408,Volkswagen,Volkswagen Golf,Hatchback,17 kmpl,2005,4500,Bilaspur,Budget Auto Bilaspur,800,13
2409,Toyota,Toyota Fortuner,SUV,12 kmpl,2004,7000,Bilaspur,Budget Auto Bilaspur,800,13
2410,Toyota,Toyota Land Cruiser,SUV,9 kmpl,2001,10000,Bilaspur,Budget Auto Bilaspur,800,13
2411,Toyota,Toyota Camry,Sedan,19 kmpl,2017,6500,Bilaspur,Budget Auto Bilaspur,800,13
2412,Toyota,Toyota Corolla,Sedan,18 kmpl,2011,5500,Bilaspur,Budget Auto Bilaspur,800,13
2413,Toyota,Toyota Crown,Luxury,12 kmpl,2008,8500,Bilaspur,Budget Auto Bilaspur,800,13
2414,Toyota,Toyota Mirai,Luxury,15 kmpl,2014,9000,Bilaspur,Budget Auto Bilaspur,800,13
2415,Toyota,Toyota Yaris,Hatchback,20 kmpl,2015,4500,Bilaspur,Budget Auto Bilaspur,800,13
2416,Toyota,Toyota Glanza,Hatchback,21 kmpl,2019,4000,Bilaspur,Budget Auto Bilaspur,800,13
2417,Ford,Ford Endeavour,SUV,12 kmpl,2003,8000,Bilaspur,Budget Auto Bilaspur,800,13
2418,Ford,Ford Bronco,SUV,10 kmpl,2024,8500,Bilaspur,Budget Auto Bilaspur,800,13
2419,Ford,Ford Fusion,Sedan,15 kmpl,2015,5000,Bilaspur,Budget Auto Bilaspur,800,13
2420,Ford,Ford Taurus,Sedan,14 kmpl,2022,5800,Bilaspur,Budget Auto Bilaspur,800,13
2421,Ford,Ford Mustang,Luxury,10 kmpl,1964,11000,Bilaspur,Budget Auto Bilaspur,800,13
2422,Ford,Ford GT,Luxury,7 kmpl,2004,17000,Bilaspur,Budget Auto Bilaspur,800,13
2423,Ford,Ford Fiesta,Hatchback,18 kmpl,2012,4000,Bilaspur,Budget Auto Bilaspur,800,13
2424,Ford,Ford Focus,Hatchback,17 kmpl,2018,4500,Bilaspur,Budget Auto Bilaspur,800,13
2425,Honda,Honda CR-V,SUV,14 kmpl,2020,7000,Bilaspur,Budget Auto Bilaspur,800,13
2426,Honda,Honda HR-V,SUV,16 kmpl,2018,6500,Bilaspur,Budget Auto Bilaspur,800,13
2427,Honda,Honda Accord,Sedan,17 kmpl,2013,6000,Bilaspur,Budget Auto Bilaspur,800,13
2428,Honda,Honda City,Sedan,19 kmpl,2012,5000,Bilaspur,Budget Auto Bilaspur,800,13
2429,Honda,Honda Legend,Luxury,12 kmpl,2001,7500,Bilaspur,Budget Auto Bilaspur,800,13
2430,Honda,Honda NSX,Luxury,10 kmpl,1999,12500,Bilaspur,Budget Auto Bilaspur,800,13
2431,Honda,Honda Jazz,Hatchback,18 kmpl,2001,4000,Bilaspur,Budget Auto Bilaspur,800,13
2432,Honda,Honda Brio,Hatchback,20 kmpl,2011,3500,Bilaspur,Budget Auto Bilaspur,800,13
2433,Hyundai,Hyundai Creta,SUV,18 kmpl,2014,6000,Bilaspur,Budget Auto Bilaspur,800,13
2434,Hyundai,Hyundai Tucson,SUV,15 kmpl,2004,7000,Bilaspur,Budget Auto Bilaspur,800,13
2435,Hyundai,Hyundai Verna,Sedan,19 kmpl,2018,5500,Bilaspur,Budget Auto Bilaspur,800,13
2436,Hyundai,Hyundai Elantra,Sedan,17 kmpl,2016,6000,Bilaspur,Budget Auto Bilaspur,800,13
2437,Hyundai,Hyundai Genesis G90,Luxury,10 kmpl,2015,11000,Bilaspur,Budget Auto Bilaspur,800,13
2438,Hyundai,Hyundai Palisade,Luxury,12 kmpl,2018,9000,Bilaspur,Budget Auto Bilaspur,800,13
2439,Hyundai,Hyundai i20,Hatchback,20 kmpl,2008,4000,Bilaspur,Budget Auto Bilaspur,800,13
2440,Hyundai,Hyundai Grand i10 Nios,Hatchback,21 kmpl,2019,3500,Bilaspur,Budget Auto Bilaspur,800,13
2441,Volkswagen,Volkswagen Tiguan,SUV,15 kmpl,2007,7500,Bilaspur,Smart Wheels Bilaspur,950,13
2442,Volkswagen,Volkswagen Taigun,SUV,19.20 kmpl (1.0 TSI Manual),2021,6500,Bilaspur,Smart Wheels Bilaspur,950,13
2443,Volkswagen,Volkswagen Passat,Sedan,18 kmpl,2010,5800,Bilaspur,Smart Wheels Bilaspur,950,13
2444,Volkswagen,Volkswagen Virtus,Sedan,20 kmpl,2018,5500,Bilaspur,Smart Wheels Bilaspur,950,13
2445,Volkswagen,Volkswagen Arteon,Luxury,14 kmpl,2017,9000,Bilaspur,Smart Wheels Bilaspur,950,13
2446,Volkswagen,Volkswagen Touareg,Luxury,12 kmpl,2002,10000,Bilaspur,Smart Wheels Bilaspur,950,13
2447,Volkswagen,Volkswagen Polo,Hatchback,18 kmpl,2019,4000,Bilaspur,Smart Wheels Bilaspur,950,13
2448,Volkswagen,Volkswagen Golf,Hatchback,17 kmpl,2005,4500,Bilaspur,Smart Wheels Bilaspur,950,13
2449,Toyota,Toyota Fortuner,SUV,12 kmpl,2004,7000,Bilaspur,Smart Wheels Bilaspur,950,13
2450,Toyota,Toyota Land Cruiser,SUV,9 kmpl,2001,10000,Bilaspur,Smart Wheels Bilaspur,950,13
2451,Toyota,Toyota Camry,Sedan,19 kmpl,2017,6500,Bilaspur,Smart Wheels Bilaspur,950,13
2452,Toyota,Toyota Corolla,Sedan,18 kmpl,2011,5500,Bilaspur,Smart Wheels Bilaspur,950,13
2453,Toyota,Toyota Crown,Luxury,12 kmpl,2008,8500,Bilaspur,Smart Wheels Bilaspur,950,13
2454,Toyota,Toyota Mirai,Luxury,15 kmpl,2014,9000,Bilaspur,Smart Wheels Bilaspur,950,13
2455,Toyota,Toyota Yaris,Hatchback,20 kmpl,2015,4500,Bilaspur,Smart Wheels Bilaspur,950,13
2456,Toyota,Toyota Glanza,Hatchback,21 kmpl,2019,4000,Bilaspur,Smart Wheels Bilaspur,950,13
2457,Ford,Ford Endeavour,SUV,12 kmpl,2003,8000,Bilaspur,Smart Wheels Bilaspur,950,13
2458,Ford,Ford Bronco,SUV,10 kmpl,2024,8500,Bilaspur,Smart Wheels Bilaspur,950,13
2459,Ford,Ford Fusion,Sedan,15 kmpl,2015,5000,Bilaspur,Smart Wheels Bilaspur,950,13
2460,Ford,Ford Taurus,Sedan,14 kmpl,2022,5800,Bilaspur,Smart Wheels Bilaspur,950,13
2461,Ford,Ford Mustang,Luxury,10 kmpl,1964,11000,Bilaspur,Smart Wheels Bilaspur,950,13
2462,Ford,Ford GT,Luxury,7 kmpl,2004,17000,Bilaspur,Smart Wheels Bilaspur,950,13
2463,Ford,Ford Fiesta,Hatchback,18 kmpl,2012,4000,Bilaspur,Smart Wheels Bilaspur,950,13
2464,Ford,Ford Focus,Hatchback,17 kmpl,2018,4500,Bilaspur,Smart Wheels Bilaspur,950,13
2465,Honda,Honda CR-V,SUV,14 kmpl,2020,7000,Bilaspur,Smart Wheels Bilaspur,950,13
2466,Honda,Honda HR-V,SUV,16 kmpl,2018,6500,Bilaspur,Smart Wheels Bilaspur,950,13
2467,Honda,Honda Accord,Sedan,17 kmpl,2013,6000,Bilaspur,Smart Wheels Bilaspur,950,13
2468,Honda,Honda City,Sedan,19 kmpl,2012,5000,Bilaspur,Smart Wheels Bilaspur,950,13
2469,Honda,Honda Legend,Luxury,12 kmpl,2001,7500,Bilaspur,Smart Wheels Bilaspur,950,13
2470,Honda,Honda NSX,Luxury,10 kmpl,1999,12500,Bilaspur,Smart Wheels Bilaspur,950,13
2471,Honda,Honda Jazz,Hatchback,18 kmpl,2001,4000,Bilaspur,Smart Wheels Bilaspur,950,13
2472,Honda,Honda Brio,Hatchback,20 kmpl,2011,3500,Bilaspur,Smart Wheels Bilaspur,950,13
2473,Hyundai,Hyundai Creta,SUV,18 kmpl,2014,6000,Bilaspur,Smart Wheels Bilaspur,950,13
2474,Hyundai,Hyundai Tucson,SUV,15 kmpl,2004,7000,Bilaspur,Smart Wheels Bilaspur,950,13
2475,Hyundai,Hyundai Verna,Sedan,19 kmpl,2018,5500,Bilaspur,Smart Wheels Bilaspur,950,13
2476,Hyundai,Hyundai Elantra,Sedan,17 kmpl,2016,6000,Bilaspur,Smart Wheels Bilaspur,950,13
2477,Hyundai,Hyundai Genesis G90,Luxury,10 kmpl,2015,11000,Bilaspur,Smart Wheels Bilaspur,950,13
2478,Hyundai,Hyundai Palisade,Luxury,12 kmpl,2018,9000,Bilaspur,Smart Wheels Bilaspur,950,13
2479,Hyundai,Hyundai i20,Hatchback,20 kmpl,2008,4000,Bilaspur,Smart Wheels Bilaspur,950,13
2480,Hyundai,Hyundai Grand i10 Nios,Hatchback,21 kmpl,2019,3500,Bilaspur,Smart Wheels Bilaspur,950,13
2481,Volkswagen,Volkswagen Tiguan,SUV,15 kmpl,2007,7500,Bilaspur,MidTown Rentals Bilaspur,1600,13
2482,Volkswagen,Volkswagen Taigun,SUV,19.20 kmpl (1.0 TSI Manual),2021,6500,Bilaspur,MidTown Rentals Bilaspur,1600,13
2483,Volkswagen,Volkswagen Passat,Sedan,18 kmpl,2010,5800,Bilaspur,MidTown Rentals Bilaspur,1600,13
2484,Volkswagen,Volkswagen Virtus,Sedan,20 kmpl,2018,5500,Bilaspur,MidTown Rentals Bilaspur,1600,13
2485,Volkswagen,Volkswagen Arteon,Luxury,14 kmpl,2017,9000,Bilaspur,MidTown Rentals Bilaspur,1600,13
2486,Volkswagen,Volkswagen Touareg,Luxury,12 kmpl,2002,10000,Bilaspur,MidTown Rentals Bilaspur,1600,13
2487,Volkswagen,Volkswagen Polo,Hatchback,18 kmpl,2019,4000,Bilaspur,MidTown Rentals Bilaspur,1600,13
2488,Volkswagen,Volkswagen Golf,Hatchback,17 kmpl,2005,4500,Bilaspur,MidTown Rentals Bilaspur,1600,13
2489,Toyota,Toyota Fortuner,SUV,12 kmpl,2004,7000,Bilaspur,MidTown Rentals Bilaspur,1600,13
2490,Toyota,Toyota Land Cruiser,SUV,9 kmpl,2001,10000,Bilaspur,MidTown Rentals Bilaspur,1600,13
2491,Toyota,Toyota Camry,Sedan,19 kmpl,2017,6500,Bilaspur,MidTown Rentals Bilaspur,1600,13
2492,Toyota,Toyota Corolla,Sedan,18 kmpl,2011,5500,Bilaspur,MidTown Rentals Bilaspur,1600,13
2493,Toyota,Toyota Crown,Luxury,12 kmpl,2008,8500,Bilaspur,MidTown Rentals Bilaspur,1600,13
2494,Toyota,Toyota Mirai,Luxury,15 kmpl,2014,9000,Bilaspur,MidTown Rentals Bilaspur,1600,13
2495,Toyota,Toyota Yaris,Hatchback,20 kmpl,2015,4500,Bilaspur,MidTown Rentals Bilaspur,1600,13
2496,Toyota,Toyota Glanza,Hatchback,21 kmpl,2019,4000,Bilaspur,MidTown Rentals Bilaspur,1600,13
2497,Ford,Ford Endeavour,SUV,12 kmpl,2003,8000,Bilaspur,MidTown Rentals Bilaspur,1600,13
2498,Ford,Ford Bronco,SUV,10 kmpl,2024,8500,Bilaspur,MidTown Rentals Bilaspur,1600,13
2499,Ford,Ford Fusion,Sedan,15 kmpl,2015,5000,Bilaspur,MidTown Rentals Bilaspur,1600,13
2500,Ford,Ford Taurus,Sedan,14 kmpl,2022,5800,Bilaspur,MidTown Rentals Bilaspur,1600,13
2501,Ford,Ford Mustang,Luxury,10 kmpl,1964,11000,Bilaspur,MidTown Rentals Bilaspur,1600,13
2502,Ford,Ford GT,Luxury,7 kmpl,2004,17000,Bilaspur,MidTown Rentals Bilaspur,1600,13
2503,Ford,Ford Fiesta,Hatchback,18 kmpl,2012,4000,Bilaspur,MidTown Rentals Bilaspur,1600,13
2504,Ford,Ford Focus,Hatchback,17 kmpl,2018,4500,Bilaspur,MidTown Rentals Bilaspur,1600,13
2505,Honda,Honda CR-V,SUV,14 kmpl,2020,7000,Bilaspur,MidTown Rentals Bilaspur,1600,13
2506,Honda,Honda HR-V,SUV,16 kmpl,2018,6500,Bilaspur,MidTown Rentals Bilaspur,1600,13
2507,Honda,Honda Accord,Sedan,17 kmpl,2013,6000,Bilaspur,MidTown Rentals Bilaspur,1600,13
2508,Honda,Honda City,Sedan,19 kmpl,2012,5000,Bilaspur,MidTown Rentals Bilaspur,1600,13
2509,Honda,Honda Legend,Luxury,12 kmpl,2001,7500,Bilaspur,MidTown Rentals Bilaspur,1600,13
2510,Honda,Honda NSX,Luxury,10 kmpl,1999,12500,Bilaspur,MidTown Rentals Bilaspur,1600,13
2511,Honda,Honda Jazz,Hatchback,18 kmpl,2001,4000,Bilaspur,MidTown Rentals Bilaspur,1600,13
2512,Honda,Honda Brio,Hatchback,20 kmpl,2011,3500,Bilaspur,MidTown Rentals Bilaspur,1600,13
2513,Hyundai,Hyundai Creta,SUV,18 kmpl,2014,6000,Bilaspur,MidTown Rentals Bilaspur,1600,13
2514,Hyundai,Hyundai Tucson,SUV,15 kmpl,2004,7000,Bilaspur,MidTown Rentals Bilaspur,1600,13
2515,Hyundai,Hyundai Verna,Sedan,19 kmpl,2018,5500,Bilaspur,MidTown Rentals Bilaspur,1600,13
2516,Hyundai,Hyundai Elantra,Sedan,17 kmpl,2016,6000,Bilaspur,MidTown Rentals Bilaspur,1600,13
2517,Hyundai,Hyundai Genesis G90,Luxury,10 kmpl,2015,11000,Bilaspur,MidTown Rentals Bilaspur,1600,13
2518,Hyundai,Hyundai Palisade,Luxury,12 kmpl,2018,9000,Bilaspur,MidTown Rentals Bilaspur,1600,13
2519,Hyundai,Hyundai i20,Hatchback,20 kmpl,2008,4000,Bilaspur,MidTown Rentals Bilaspur,1600,13
2520,Hyundai,Hyundai Grand i10 Nios,Hatchback,21 kmpl,2019,3500,Bilaspur,MidTown Rentals Bilaspur,1600,13
2521,Volkswagen,Volkswagen Tiguan,SUV,15 kmpl,2007,7500,Bilaspur,Prestige Ride Bilaspur,2600,13
2522,Volkswagen,Volkswagen Taigun,SUV,19.20 kmpl (1.0 TSI Manual),2021,6500,Bilaspur,Prestige Ride Bilaspur,2600,13
2523,Volkswagen,Volkswagen Passat,Sedan,18 kmpl,2010,5800,Bilaspur,Prestige Ride Bilaspur,2600,13
2524,Volkswagen,Volkswagen Virtus,Sedan,20 kmpl,2018,5500,Bilaspur,Prestige Ride Bilaspur,2600,13
2525,Volkswagen,Volkswagen Arteon,Luxury,14 kmpl,2017,9000,Bilaspur,Prestige Ride Bilaspur,2600,13
2526,Volkswagen,Volkswagen Touareg,Luxury,12 kmpl,2002,10000,Bilaspur,Prestige Ride Bilaspur,2600,13
2527,Volkswagen,Volkswagen Polo,Hatchback,18 kmpl,2019,4000,Bilaspur,Prestige Ride Bilaspur,2600,13
2528,Volkswagen,Volkswagen Golf,Hatchback,17 kmpl,2005,4500,Bilaspur,Prestige Ride Bilaspur,2600,13
2529,Toyota,Toyota Fortuner,SUV,12 kmpl,2004,7000,Bilaspur,Prestige Ride Bilaspur,2600,13
2530,Toyota,Toyota Land Cruiser,SUV,9 kmpl,2001,10000,Bilaspur,Prestige Ride Bilaspur,2600,13
2531,Toyota,Toyota Camry,Sedan,19 kmpl,2017,6500,Bilaspur,Prestige Ride Bilaspur,2600,13
2532,Toyota,Toyota Corolla,Sedan,18 kmpl,2011,5500,Bilaspur,Prestige Ride Bilaspur,2600,13
2533,Toyota,Toyota Crown,Luxury,12 kmpl,2008,8500,Bilaspur,Prestige Ride Bilaspur,2600,13
2534,Toyota,Toyota Mirai,Luxury,15 kmpl,2014,9000,Bilaspur,Prestige Ride Bilaspur,2600,13
2535,Toyota,Toyota Yaris,Hatchback,20 kmpl,2015,4500,Bilaspur,Prestige Ride Bilaspur,2600,13
2536,Toyota,Toyota Glanza,Hatchback,21 kmpl,2019,4000,Bilaspur,Prestige Ride Bilaspur,2600,13
2537,Ford,Ford Endeavour,SUV,12 kmpl,2003,8000,Bilaspur,Prestige Ride Bilaspur,2600,13
2538,Ford,Ford Bronco,SUV,10 kmpl,2024,8500,Bilaspur,Prestige Ride Bilaspur,2600,13
2539,Ford,Ford Fusion,Sedan,15 kmpl,2015,5000,Bilaspur,Prestige Ride Bilaspur,2600,13
2540,Ford,Ford Taurus,Sedan,14 kmpl,2022,5800,Bilaspur,Prestige Ride Bilaspur,2600,13
2541,Ford,Ford Mustang,Luxury,10 kmpl,1964,11000,Bilaspur,Prestige Ride Bilaspur,2600,13
2542,Ford,Ford GT,Luxury,7 kmpl,2004,17000,Bilaspur,Prestige Ride Bilaspur,2600,13
2543,Ford,Ford Fiesta,Hatchback,18 kmpl,2012,4000,Bilaspur,Prestige Ride Bilaspur,2600,13
2544,Ford,Ford Focus,Hatchback,17 kmpl,2018,4500,Bilaspur,Prestige Ride Bilaspur,2600,13
