travelCode,code,pickupLocation,dropoffLocation,carType,rentalAgency,pickupDateTime,dropoffDateTime,rentalDuration,price,totalDistance,fuelPolicy,bookingStatus
11008,210,Hunterchester,West Sarahchester,Hatchback,Sixt,2025-01-25 15:08:36,2025-01-27 15:08:36,2,238.19,488,Full-to-Full,Pending
125204,113,South Jamesmouth,Watsonfort,Luxury,Sixt,2025-01-30 10:04:46,2025-02-04 10:04:46,5,948.28,369,Prepaid,Confirmed
18593,399,North Victorfort,Kylemouth,Hatchback,Enterprise,2025-01-07 04:00:03,2025-01-08 04:00:03,1,52.84,155,Full-to-Full,Pending
50352,1262,Thomashaven,Lake Deborahside,SUV,Avis,2025-01-04 20:55:27,2025-01-05 20:55:27,1,46.61,208,Full-to-Full,Confirmed
35098,243,Brightstad,South Michaelhaven,Luxury,Sixt,2025-01-20 02:02:56,2025-01-21 02:02:56,1,172.72,131,Full-to-Full,Pending
135318,1020,Melissatown,Michaelville,Sedan,Hertz,2025-01-07 00:54:28,2025-01-09 00:54:28,2,291.79,203,Full-to-Full,Confirmed
14384,795,Fowlermouth,Garciaburgh,Luxury,Enterprise,2025-01-14 04:02:18,2025-01-16 04:02:18,2,66.93,246,Full-to-Full,Pending
22209,1173,Kathrynville,Michaelborough,Luxury,Enterprise,2025-01-06 08:29:12,2025-01-10 08:29:12,4,755.48,224,Full-to-Full,Confirmed
110908,1231,West Emilyport,Anthonyton,Sedan,Sixt,2025-01-23 02:11:02,2025-01-24 02:11:02,1,130.83,307,Full-to-Full,Pending
42183,1147,Jackiemouth,Danielleland,Sedan,Budget,2025-01-28 05:33:08,2025-02-01 05:33:08,4,429.75,176,Partial,Cancelled
65159,1108,Jonesburgh,Amychester,Sedan,Hertz,2025-01-18 14:08:32,2025-01-20 14:08:32,2,195.05,244,Full-to-Full,Pending
37695,1236,New Michael,Jessicatown,Sedan,Avis,2025-01-09 13:07:38,2025-01-13 13:07:38,4,151.42,303,Full-to-Full,Cancelled
96683,501,Smithland,North Christinestad,Luxury,Sixt,2025-01-05 14:46:50,2025-01-06 14:46:50,1,105.03,234,Prepaid,Pending
56679,590,Cobbhaven,Kathryntown,Luxury,Enterprise,2025-01-23 10:56:27,2025-01-24 10:56:27,1,83.36,232,Prepaid,Confirmed
10560,84,South Brentside,Lovetown,Luxury,Hertz,2025-01-06 10:34:33,2025-01-11 10:34:33,5,163.22,337,Full-to-Full,Confirmed
16458,1262,Timothymouth,New Kevintown,Hatchback,Hertz,2025-01-11 12:17:59,2025-01-14 12:17:59,3,505.11,188,Partial,Pending
116898,812,Sophialand,West Chloe,Hatchback,Hertz,2025-01-21 06:29:31,2025-01-26 06:29:31,5,437.27,125,Partial,Cancelled
105764,1122,Ingramborough,New Ryan,SUV,Sixt,2025-01-12 04:24:08,2025-01-14 04:24:08,2,276.28,96,Partial,Cancelled
103136,434,West Brenda,Clarkshire,Luxury,Budget,2025-01-15 22:10:14,2025-01-19 22:10:14,4,239.29,100,Full-to-Full,Pending
56482,542,Amandaburgh,Port Tamara,Hatchback,Hertz,2025-01-26 04:49:50,2025-01-29 04:49:50,3,342.02,109,Full-to-Full,Cancelled
49998,231,West Kristiton,New Michael,Luxury,Sixt,2025-01-11 20:00:46,2025-01-15 20:00:46,4,274.88,477,Prepaid,Confirmed
120917,92,New Michael,Port Darrenport,SUV,Hertz,2025-01-10 19:23:16,2025-01-14 19:23:16,4,653.92,281,Full-to-Full,Pending
84846,1277,New Erin,West Davidborough,Hatchback,Hertz,2025-01-09 10:32:09,2025-01-12 10:32:09,3,117.35,65,Partial,Pending
112761,1181,Cruzhaven,Leeville,Hatchback,Hertz,2025-01-07 18:54:41,2025-01-09 18:54:41,2,333.08,184,Full-to-Full,Cancelled
48890,222,South Adam,West Jack,Sedan,Enterprise,2025-01-26 00:11:15,2025-01-29 00:11:15,3,403.22,275,Full-to-Full,Cancelled
46972,1321,Joneshaven,Lake Williamton,Sedan,Sixt,2025-01-30 10:23:52,2025-01-31 10:23:52,1,106.35,307,Prepaid,Pending
31898,5,Harperton,Franklinbury,Hatchback,Enterprise,2025-01-25 05:30:55,2025-01-26 05:30:55,1,84.18,83,Prepaid,Confirmed
113376,557,Mendezview,South Amandaville,Luxury,Hertz,2025-01-27 21:17:36,2025-01-31 21:17:36,4,337.92,289,Prepaid,Pending
11842,985,Kellyfort,Port Russell,SUV,Sixt,2025-01-17 04:11:29,2025-01-21 04:11:29,4,775.42,260,Prepaid,Cancelled
83854,1309,West Angelaberg,New James,Sedan,Budget,2025-01-29 08:25:36,2025-02-01 08:25:36,3,446.93,171,Prepaid,Pending
8333,1157,Brianberg,Jennifertown,Hatchback,Avis,2025-01-22 14:40:21,2025-01-26 14:40:21,4,799.96,276,Partial,Pending
128563,969,North Alyssastad,Lake Melanie,Hatchback,Enterprise,2025-01-08 17:08:34,2025-01-10 17:08:34,2,294.37,455,Prepaid,Cancelled
56800,1191,New Richardbury,Davidtown,Sedan,Enterprise,2025-01-08 10:44:02,2025-01-09 10:44:02,1,54.91,261,Full-to-Full,Cancelled
23816,750,Lake Jennifer,East Davidside,SUV,Hertz,2025-01-06 20:07:19,2025-01-11 20:07:19,5,276.15,440,Full-to-Full,Confirmed
78695,13,Johnsonton,West Nicholasshire,Sedan,Avis,2025-01-03 07:03:15,2025-01-07 07:03:15,4,405.42,253,Prepaid,Pending
20470,1004,Madisonstad,Rogershaven,Sedan,Hertz,2025-01-11 15:30:47,2025-01-14 15:30:47,3,159.04,57,Partial,Confirmed
11449,622,Lake Tylerview,South Johnton,Hatchback,Sixt,2025-01-25 23:23:40,2025-01-30 23:23:40,5,596.45,264,Full-to-Full,Confirmed
114711,512,Jacksonport,North Charlesberg,Sedan,Budget,2025-01-08 00:12:01,2025-01-09 00:12:01,1,64.03,324,Partial,Pending
16564,180,West Stacey,Damonstad,Luxury,Avis,2025-01-21 17:33:32,2025-01-22 17:33:32,1,107.59,225,Partial,Pending
101332,934,New Jared,Suzannemouth,Luxury,Hertz,2025-01-01 05:29:54,2025-01-06 05:29:54,5,764.46,94,Full-to-Full,Cancelled
113775,757,East Kimberly,Richardstad,Sedan,Budget,2025-01-22 20:56:34,2025-01-27 20:56:34,5,372.75,265,Prepaid,Pending
12756,18,Greentown,Saunderstown,Luxury,Enterprise,2025-01-25 08:25:07,2025-01-28 08:25:07,3,300.18,334,Partial,Confirmed
927,746,Port David,Lake Johnburgh,SUV,Budget,2025-01-28 05:45:59,2025-01-30 05:45:59,2,390.31,453,Full-to-Full,Cancelled
4671,1085,North John,Lake Olivia,Sedan,Hertz,2025-01-25 14:05:40,2025-01-26 14:05:40,1,98.96,128,Full-to-Full,Pending
47111,926,Laurenbury,Jessicachester,Hatchback,Enterprise,2025-01-02 06:58:45,2025-01-04 06:58:45,2,163.17,490,Prepaid,Cancelled
2145,1315,Smithmouth,Laurenchester,Hatchback,Hertz,2025-01-20 01:21:15,2025-01-24 01:21:15,4,419.5,424,Prepaid,Pending
66764,49,Wrightfort,Michelleton,Hatchback,Hertz,2025-01-24 11:12:29,2025-01-26 11:12:29,2,240.21,125,Prepaid,Confirmed
114233,174,Lake Joycebury,Hallhaven,SUV,Sixt,2025-01-09 00:57:14,2025-01-14 00:57:14,5,636.36,326,Prepaid,Pending
123859,23,Christophermouth,North Kimberlyland,Hatchback,Sixt,2025-01-15 20:05:43,2025-01-18 20:05:43,3,572.92,386,Full-to-Full,Cancelled
62164,1238,West Amanda,West Laurenstad,Hatchback,Budget,2025-01-28 05:39:50,2025-01-29 05:39:50,1,51.48,289,Partial,Confirmed
21743,1277,Port Kim,East Patricia,Sedan,Hertz,2025-01-15 07:07:13,2025-01-19 07:07:13,4,198.89,428,Prepaid,Confirmed
105962,576,New Adam,Joyceshire,SUV,Sixt,2025-01-17 17:43:52,2025-01-18 17:43:52,1,56.36,461,Prepaid,Cancelled
40935,1052,North Carolyn,Johnstonfurt,Hatchback,Avis,2025-01-12 12:33:13,2025-01-13 12:33:13,1,46.98,441,Partial,Confirmed
28927,986,New Patriciastad,Danielside,Hatchback,Sixt,2025-01-07 12:00:40,2025-01-08 12:00:40,1,171.82,287,Prepaid,Pending
11089,949,New Anthony,Marshallside,Luxury,Sixt,2025-01-01 23:58:54,2025-01-05 23:58:54,4,142.69,98,Prepaid,Pending
14694,226,North Susan,Austinmouth,Sedan,Hertz,2025-01-19 22:24:32,2025-01-20 22:24:32,1,107.53,287,Prepaid,Cancelled
25644,208,East Erin,Lake Matthew,Sedan,Sixt,2025-01-17 12:41:38,2025-01-21 12:41:38,4,651.8,281,Full-to-Full,Pending
35959,711,South Kathleenborough,North Vincent,Luxury,Budget,2025-01-10 08:41:44,2025-01-14 08:41:44,4,639.09,359,Partial,Confirmed
103441,873,Andersonstad,Michaelberg,SUV,Sixt,2025-01-28 13:44:12,2025-01-29 13:44:12,1,63.63,413,Full-to-Full,Pending
43602,1323,North Tinaside,Jenkinstown,Hatchback,Budget,2025-01-22 22:32:29,2025-01-25 22:32:29,3,556.53,72,Prepaid,Confirmed
6607,272,South Jennifer,East Gavin,Sedan,Hertz,2025-01-08 10:54:27,2025-01-12 10:54:27,4,629.82,278,Full-to-Full,Cancelled
71266,520,Walkerview,Alexanderland,Sedan,Sixt,2025-01-20 01:24:49,2025-01-25 01:24:49,5,270.01,196,Prepaid,Confirmed
26407,144,Traceyfort,West Sonya,Luxury,Hertz,2025-01-18 00:07:31,2025-01-22 00:07:31,4,418.17,357,Full-to-Full,Pending
109817,226,Codyburgh,South Billymouth,Hatchback,Avis,2025-01-20 19:26:51,2025-01-22 19:26:51,2,296.52,77,Prepaid,Pending
53965,815,New Amanda,North Barbara,Luxury,Hertz,2025-01-13 03:05:21,2025-01-14 03:05:21,1,128.75,153,Prepaid,Confirmed
121644,1008,Lake Luke,Melindamouth,Luxury,Enterprise,2025-01-27 03:26:25,2025-01-31 03:26:25,4,393.11,389,Full-to-Full,Pending
128273,761,Melissaborough,West Ryan,Sedan,Avis,2025-01-02 12:22:12,2025-01-07 12:22:12,5,461.44,104,Full-to-Full,Cancelled
26561,1024,Kiaramouth,West Tina,Luxury,Sixt,2025-01-09 01:34:41,2025-01-14 01:34:41,5,718.11,307,Partial,Confirmed
22315,476,South Caleb,North Brentfort,Hatchback,Sixt,2025-01-11 14:53:34,2025-01-16 14:53:34,5,742.01,294,Prepaid,Pending
118536,1289,Lake Jasonfurt,Lake Alison,Luxury,Enterprise,2025-01-21 09:18:08,2025-01-24 09:18:08,3,108.06,291,Prepaid,Confirmed
129759,651,Port Adam,North Annberg,Sedan,Hertz,2025-01-19 23:36:39,2025-01-20 23:36:39,1,56.86,250,Prepaid,Pending
88306,1244,New Lori,West Lisa,Hatchback,Avis,2025-01-21 22:54:11,2025-01-23 22:54:11,2,273.54,427,Prepaid,Confirmed
82906,695,South Cynthia,Brownmouth,Luxury,Hertz,2025-01-24 09:55:39,2025-01-28 09:55:39,4,642.04,439,Partial,Confirmed
25385,1209,Averyhaven,Thomasville,Sedan,Enterprise,2025-01-03 02:52:35,2025-01-08 02:52:35,5,901.95,177,Full-to-Full,Confirmed
34158,365,West Stephaniechester,New Keith,Hatchback,Budget,2025-01-26 04:59:41,2025-01-27 04:59:41,1,130.99,463,Full-to-Full,Pending
42849,887,Jeremiahborough,New Jonathanside,SUV,Budget,2025-01-07 11:35:00,2025-01-11 11:35:00,4,661.63,424,Partial,Confirmed
11713,1293,West Bryan,Wattstown,Hatchback,Enterprise,2025-01-18 09:35:48,2025-01-23 09:35:48,5,669.32,88,Prepaid,Pending
5048,163,Floresside,Port Meghan,Luxury,Sixt,2025-01-26 12:51:11,2025-01-31 12:51:11,5,804.91,252,Prepaid,Confirmed
115272,1212,Rossshire,Jamieville,Luxury,Hertz,2025-01-03 05:20:54,2025-01-07 05:20:54,4,746.53,248,Full-to-Full,Pending
93990,1162,East Deborahport,New Zacharyport,Hatchback,Hertz,2025-01-02 06:10:47,2025-01-03 06:10:47,1,94.67,391,Prepaid,Cancelled
52190,640,Collinsburgh,New Susan,Luxury,Enterprise,2025-01-12 17:59:55,2025-01-16 17:59:55,4,501.88,416,Prepaid,Cancelled
80109,1146,Lake Christineland,Castillostad,SUV,Avis,2025-01-06 20:18:22,2025-01-11 20:18:22,5,712.92,157,Prepaid,Cancelled
99637,174,Melissahaven,South Nicoleview,Hatchback,Sixt,2025-01-17 02:51:53,2025-01-19 02:51:53,2,290.8,400,Partial,Pending
6500,533,New Marisa,Petersenbury,Sedan,Enterprise,2025-01-23 15:49:08,2025-01-26 15:49:08,3,96.51,151,Full-to-Full,Cancelled
123156,185,Lake Tina,Port Matthew,Sedan,Budget,2025-01-20 09:58:05,2025-01-24 09:58:05,4,385.91,320,Full-to-Full,Cancelled
123360,558,Carrieport,Gibsonville,Sedan,Hertz,2025-01-21 13:53:19,2025-01-26 13:53:19,5,320.75,96,Full-to-Full,Cancelled
19373,609,Morganstad,Carolmouth,SUV,Hertz,2025-01-10 19:35:19,2025-01-12 19:35:19,2,66.45,437,Partial,Pending
51264,189,South Lisaport,Taylorburgh,Hatchback,Avis,2025-01-12 13:28:19,2025-01-14 13:28:19,2,318.38,66,Prepaid,Cancelled
77964,779,East Brian,Johnburgh,Luxury,Hertz,2025-01-16 11:33:06,2025-01-20 11:33:06,4,654.53,200,Full-to-Full,Cancelled
80075,361,Carlbury,New Whitneyside,SUV,Budget,2025-01-17 00:43:29,2025-01-20 00:43:29,3,202.39,211,Prepaid,Confirmed
25904,1145,Jennifershire,Bautistaborough,SUV,Avis,2025-01-22 15:32:29,2025-01-23 15:32:29,1,54.51,186,Prepaid,Cancelled
83714,466,North Randall,Lake Krystal,Hatchback,Enterprise,2025-01-02 09:40:39,2025-01-07 09:40:39,5,857.13,316,Prepaid,Pending
18089,400,Anneville,West Austin,Luxury,Enterprise,2025-01-26 10:27:49,2025-01-31 10:27:49,5,463.26,205,Full-to-Full,Pending
92812,502,Brooksshire,West Bobby,Hatchback,Avis,2025-01-10 14:54:12,2025-01-13 14:54:12,3,475.71,220,Prepaid,Cancelled
106634,325,Lake Kennethville,Jacksonhaven,Hatchback,Budget,2025-01-18 01:35:13,2025-01-20 01:35:13,2,104.4,485,Full-to-Full,Confirmed
85991,173,Walshburgh,Larsontown,Hatchback,Budget,2025-01-06 23:13:59,2025-01-09 23:13:59,3,383.74,249,Prepaid,Cancelled
126492,1291,Grahammouth,New Williamview,Hatchback,Avis,2025-01-01 16:38:08,2025-01-02 16:38:08,1,121.4,421,Prepaid,Cancelled
26191,147,South Christopher,Bradleyshire,Hatchback,Budget,2025-01-25 21:12:42,2025-01-29 21:12:42,4,782.02,229,Prepaid,Confirmed
132633,649,Erinborough,Port Cesar,Sedan,Budget,2025-01-21 17:37:09,2025-01-22 17:37:09,1,64.74,427,Full-to-Full,Cancelled
102692,1305,Houseshire,Kristytown,Luxury,Sixt,2025-01-08 15:15:36,2025-01-11 15:15:36,3,542.21,320,Partial,Pending
57052,701,Barbarabury,West Jeffreyton,Hatchback,Enterprise,2025-01-29 08:26:28,2025-01-30 08:26:28,1,195.83,57,Prepaid,Cancelled
37388,273,East Andrea,Campbellmouth,Sedan,Budget,2025-01-17 17:21:18,2025-01-21 17:21:18,4,505.05,489,Partial,Pending
74653,959,North Sarah,Hodgesburgh,Sedan,Hertz,2025-01-17 20:21:06,2025-01-19 20:21:06,2,148.85,299,Prepaid,Cancelled
70912,958,Breannachester,Port Billside,Sedan,Budget,2025-01-02 14:49:17,2025-01-05 14:49:17,3,263.7,376,Partial,Confirmed
32041,967,Port Johnton,Taylorstad,Sedan,Hertz,2025-01-18 05:24:19,2025-01-22 05:24:19,4,561.56,264,Prepaid,Cancelled
74084,1112,Bellburgh,Martinezton,Sedan,Hertz,2025-01-25 04:04:13,2025-01-27 04:04:13,2,122.89,149,Prepaid,Pending
4749,1233,Austinside,West Jonathan,Hatchback,Enterprise,2025-01-13 05:04:15,2025-01-17 05:04:15,4,219.14,136,Partial,Pending
118243,435,Larsonport,East Seanburgh,SUV,Sixt,2025-01-22 18:08:29,2025-01-26 18:08:29,4,680.59,295,Full-to-Full,Pending
40629,775,Lake Kyleberg,North Karenmouth,Luxury,Enterprise,2025-01-12 16:54:21,2025-01-16 16:54:21,4,140.5,280,Full-to-Full,Cancelled
133380,730,Leahland,North Kellyville,Hatchback,Budget,2025-01-07 18:24:10,2025-01-11 18:24:10,4,138.82,127,Partial,Cancelled
43884,1328,Hobbsburgh,Andreton,Sedan,Budget,2025-01-22 16:43:43,2025-01-25 16:43:43,3,366.11,402,Partial,Confirmed
106926,550,Brittanyfurt,Randallville,SUV,Avis,2025-01-19 04:13:16,2025-01-22 04:13:16,3,256.88,162,Prepaid,Confirmed
97756,1310,Port Anne,North Aprilshire,Sedan,Hertz,2025-01-03 17:42:46,2025-01-07 17:42:46,4,379.19,184,Partial,Confirmed
64846,832,Port Jonathanberg,Maryville,SUV,Avis,2025-01-22 12:43:56,2025-01-26 12:43:56,4,323.62,66,Prepaid,Cancelled
62289,653,Lake Daniellehaven,Wendyberg,SUV,Avis,2025-01-13 22:29:18,2025-01-16 22:29:18,3,334.83,296,Full-to-Full,Confirmed
26367,246,East Melissaside,Robertfurt,Hatchback,Avis,2025-01-23 12:46:15,2025-01-28 12:46:15,5,811.71,85,Partial,Pending
84,556,Robersontown,Smithchester,Sedan,Avis,2025-01-30 10:47:09,2025-02-01 10:47:09,2,345.53,90,Partial,Pending
80161,1096,Karenshire,North Jeffreyshire,Hatchback,Sixt,2025-01-14 08:19:49,2025-01-19 08:19:49,5,190.29,411,Prepaid,Confirmed
66896,364,South Travis,Durhambury,Luxury,Avis,2025-01-03 03:04:47,2025-01-04 03:04:47,1,128.02,339,Prepaid,Confirmed
50870,196,East Tracyport,Ericville,Sedan,Budget,2025-01-25 11:05:44,2025-01-27 11:05:44,2,146.87,433,Partial,Pending
115797,150,Harrellborough,Lake Donna,Hatchback,Enterprise,2025-01-24 08:22:33,2025-01-28 08:22:33,4,346.54,350,Partial,Pending
82722,859,New Karaton,Piercestad,Hatchback,Hertz,2025-01-25 20:12:31,2025-01-28 20:12:31,3,192.62,342,Partial,Pending
58369,1165,Boydtown,East Matthew,Sedan,Hertz,2025-01-14 18:13:47,2025-01-16 18:13:47,2,335.82,164,Full-to-Full,Pending
94884,331,North Michaelstad,South Oscar,Sedan,Sixt,2025-01-23 17:28:34,2025-01-26 17:28:34,3,302.38,83,Full-to-Full,Cancelled
99755,832,Ralphstad,New Briannashire,SUV,Enterprise,2025-01-20 18:06:26,2025-01-21 18:06:26,1,195.51,266,Partial,Pending
6490,1242,Whitemouth,Sextonstad,Sedan,Sixt,2025-01-16 19:50:49,2025-01-17 19:50:49,1,105.08,136,Prepaid,Confirmed
96003,443,Lake Karen,South Williamview,Hatchback,Enterprise,2025-01-08 02:37:44,2025-01-13 02:37:44,5,847.5,468,Prepaid,Confirmed
95117,1031,New Sarah,Millshaven,Luxury,Avis,2025-01-12 11:22:13,2025-01-16 11:22:13,4,763.33,443,Prepaid,Confirmed
10983,515,West Karenhaven,Port Richard,Hatchback,Hertz,2025-01-01 02:30:44,2025-01-02 02:30:44,1,156.57,284,Partial,Pending
34326,1015,Wagnerfurt,Diazside,Luxury,Avis,2025-01-16 05:31:24,2025-01-20 05:31:24,4,433.09,103,Partial,Pending
43532,254,New Carolynview,Josephport,SUV,Avis,2025-01-21 11:16:40,2025-01-24 11:16:40,3,280.67,192,Full-to-Full,Cancelled
132417,1055,Andrewstad,East Christopher,Hatchback,Enterprise,2025-01-28 01:06:43,2025-01-29 01:06:43,1,196.87,211,Partial,Pending
73282,427,Davidland,Rebeccafurt,Luxury,Enterprise,2025-01-03 00:38:10,2025-01-04 00:38:10,1,71.87,203,Prepaid,Cancelled
13825,418,Thompsonshire,Nathanielmouth,Luxury,Hertz,2025-01-05 03:00:11,2025-01-07 03:00:11,2,178.48,315,Prepaid,Confirmed
12303,626,Murphystad,Sabrinafort,Luxury,Enterprise,2025-01-15 05:35:38,2025-01-17 05:35:38,2,268.29,327,Full-to-Full,Confirmed
26828,639,North Linda,Heatherview,Hatchback,Avis,2025-01-06 20:32:34,2025-01-07 20:32:34,1,159.79,71,Prepaid,Cancelled
9714,1003,North Brenda,Lake Jenna,Hatchback,Enterprise,2025-01-16 13:17:58,2025-01-19 13:17:58,3,566.3,79,Full-to-Full,Cancelled
126929,1228,East Christine,Webbchester,Hatchback,Sixt,2025-01-27 09:57:20,2025-01-31 09:57:20,4,654.0,310,Partial,Pending
109701,1283,Jillianshire,Jeremyhaven,SUV,Avis,2025-01-21 22:17:22,2025-01-22 22:17:22,1,41.7,287,Prepaid,Pending
61631,523,Port Denisemouth,Joshuaview,Sedan,Budget,2025-01-23 17:07:37,2025-01-28 17:07:37,5,922.35,330,Prepaid,Confirmed
126674,1251,Gutierrezburgh,Jacobsonfurt,Luxury,Avis,2025-01-25 16:07:11,2025-01-28 16:07:11,3,196.79,238,Prepaid,Confirmed
14620,1052,Kevinbury,West Kathleenfort,Sedan,Avis,2025-01-15 00:16:08,2025-01-18 00:16:08,3,166.16,171,Partial,Cancelled
104465,852,East Rebeccahaven,Cassidyfurt,Hatchback,Avis,2025-01-17 18:23:54,2025-01-19 18:23:54,2,115.34,150,Partial,Pending
29103,285,Robertland,South Scott,Luxury,Hertz,2025-01-20 11:51:04,2025-01-24 11:51:04,4,179.27,213,Partial,Confirmed
46640,1082,West Danielleville,Stewartchester,Luxury,Sixt,2025-01-26 22:59:27,2025-01-28 22:59:27,2,76.53,329,Partial,Pending
10842,697,Lake Rebeccamouth,Andersontown,Hatchback,Sixt,2025-01-25 13:57:13,2025-01-28 13:57:13,3,118.7,226,Prepaid,Confirmed
10070,313,Port Susanview,Jessemouth,Sedan,Sixt,2025-01-24 20:33:07,2025-01-28 20:33:07,4,228.94,313,Partial,Cancelled
3550,654,Frederickton,Johnsonstad,SUV,Avis,2025-01-07 03:51:51,2025-01-12 03:51:51,5,578.22,260,Full-to-Full,Confirmed
31839,703,Heidibury,South Christopherstad,Hatchback,Sixt,2025-01-25 19:41:20,2025-01-26 19:41:20,1,53.59,312,Full-to-Full,Cancelled
96271,1170,West Christopherhaven,Harrisonland,Luxury,Enterprise,2025-01-28 00:55:30,2025-02-01 00:55:30,4,561.28,346,Partial,Cancelled
5016,1138,Johnsonstad,New Edward,SUV,Hertz,2025-01-19 19:34:38,2025-01-24 19:34:38,5,919.1,283,Full-to-Full,Confirmed
83079,122,North Destinychester,East Renee,SUV,Hertz,2025-01-07 10:56:44,2025-01-10 10:56:44,3,476.91,222,Partial,Confirmed
119,796,Moranborough,Lake Stephanie,Hatchback,Budget,2025-01-08 01:08:42,2025-01-11 01:08:42,3,289.76,421,Full-to-Full,Confirmed
20333,421,Joneshaven,Garciaburgh,Hatchback,Enterprise,2025-01-22 11:34:03,2025-01-23 11:34:03,1,182.03,179,Full-to-Full,Confirmed
34868,165,Lisamouth,Phillipland,Sedan,Budget,2025-01-13 18:25:03,2025-01-14 18:25:03,1,149.55,71,Partial,Pending
10404,1051,Jonathanbury,South Andrew,Luxury,Sixt,2025-01-25 08:10:01,2025-01-26 08:10:01,1,175.92,347,Partial,Cancelled
27405,2,New Davidland,Edwardton,SUV,Enterprise,2025-01-03 07:59:43,2025-01-04 07:59:43,1,69.3,56,Partial,Confirmed
48374,355,Kristinmouth,Adamview,SUV,Budget,2025-01-13 13:36:56,2025-01-17 13:36:56,4,691.47,303,Partial,Confirmed
2609,528,West Jenniferport,Campbellberg,SUV,Avis,2025-01-27 06:52:49,2025-01-29 06:52:49,2,343.2,100,Partial,Confirmed
126877,603,Lake Juanside,North Michaelstad,Sedan,Enterprise,2025-01-22 18:52:22,2025-01-27 18:52:22,5,838.07,62,Partial,Pending
100658,402,Millerberg,Rachelberg,Sedan,Sixt,2025-01-16 10:28:01,2025-01-19 10:28:01,3,209.75,437,Prepaid,Cancelled
36142,589,Port Juliemouth,East Philip,Hatchback,Hertz,2025-01-16 11:26:19,2025-01-21 11:26:19,5,635.8,375,Partial,Confirmed
9193,631,Brittanyfurt,Lake Carlyport,Sedan,Hertz,2025-01-27 20:23:28,2025-02-01 20:23:28,5,660.59,276,Full-to-Full,Cancelled
93690,817,Port Guy,Reedmouth,Hatchback,Enterprise,2025-01-21 07:25:53,2025-01-22 07:25:53,1,88.55,408,Prepaid,Confirmed
42331,1209,Colemanville,East Seanshire,Luxury,Enterprise,2025-01-13 06:23:23,2025-01-17 06:23:23,4,285.83,82,Prepaid,Pending
133011,1156,Lake Debbie,South Angelafurt,Sedan,Hertz,2025-01-19 18:42:59,2025-01-21 18:42:59,2,333.77,193,Partial,Pending
72815,261,Port Ryanbury,Ricemouth,Luxury,Hertz,2025-01-09 14:58:11,2025-01-10 14:58:11,1,82.23,437,Partial,Confirmed
117148,1124,Lake David,Lake Timothyfurt,Sedan,Hertz,2025-01-15 12:28:25,2025-01-17 12:28:25,2,187.69,457,Partial,Confirmed
122925,540,Rodriguezfort,Lake Kaylaberg,Sedan,Budget,2025-01-02 04:59:26,2025-01-06 04:59:26,4,339.57,147,Prepaid,Confirmed
60132,537,West Darrellberg,Zacharystad,Luxury,Enterprise,2025-01-13 00:52:06,2025-01-16 00:52:06,3,431.61,216,Partial,Cancelled
46431,14,West Veronicaberg,Port Ryanview,Hatchback,Hertz,2025-01-06 19:08:49,2025-01-10 19:08:49,4,553.72,446,Prepaid,Cancelled
37423,770,Simpsonview,Katherinetown,Luxury,Sixt,2025-01-30 07:39:05,2025-02-03 07:39:05,4,212.08,150,Full-to-Full,Pending
47236,66,Lake Maryhaven,Rodriguezmouth,Hatchback,Avis,2025-01-22 19:47:01,2025-01-24 19:47:01,2,353.84,291,Prepaid,Confirmed
74316,290,Ruthchester,Lake Carmen,Hatchback,Hertz,2025-01-28 11:37:34,2025-01-31 11:37:34,3,415.51,469,Prepaid,Cancelled
57679,1000,Sextonmouth,East Christopherville,SUV,Hertz,2025-01-09 02:47:34,2025-01-10 02:47:34,1,197.09,137,Partial,Cancelled
6027,636,West Michelleport,Virginialand,Hatchback,Budget,2025-01-03 19:14:08,2025-01-04 19:14:08,1,120.77,450,Partial,Pending
31243,1202,Port Travis,Mirandaburgh,Hatchback,Hertz,2025-01-26 00:21:04,2025-01-29 00:21:04,3,484.61,206,Full-to-Full,Pending
75307,1179,North Michael,Josephchester,Luxury,Hertz,2025-01-16 21:49:17,2025-01-19 21:49:17,3,377.88,51,Prepaid,Confirmed
113935,499,Chavezberg,Nelsontown,SUV,Hertz,2025-01-07 19:13:18,2025-01-10 19:13:18,3,475.13,390,Partial,Pending
100205,4,Robintown,North Nicole,SUV,Hertz,2025-01-17 08:23:00,2025-01-22 08:23:00,5,206.28,360,Partial,Pending
29488,904,Port Joseph,Lisamouth,Luxury,Budget,2025-01-10 15:24:32,2025-01-12 15:24:32,2,284.87,260,Partial,Confirmed
6262,774,South Scott,Howellstad,SUV,Avis,2025-01-13 00:14:28,2025-01-15 00:14:28,2,104.18,195,Full-to-Full,Confirmed
50077,248,Jessefort,Veronicaton,Hatchback,Enterprise,2025-01-15 04:32:02,2025-01-20 04:32:02,5,741.85,390,Prepaid,Confirmed
109105,823,Wilsonland,Lake Robertview,SUV,Enterprise,2025-01-04 17:02:23,2025-01-08 17:02:23,4,610.43,93,Partial,Pending
67987,1040,Abigailfurt,New Michelle,Luxury,Avis,2025-01-21 21:13:49,2025-01-25 21:13:49,4,245.27,290,Prepaid,Confirmed
84773,1279,West Kara,South Valeriemouth,Sedan,Hertz,2025-01-25 11:44:51,2025-01-28 11:44:51,3,465.97,439,Partial,Pending
119397,264,East Joannaborough,New Amanda,Hatchback,Hertz,2025-01-28 16:05:46,2025-02-01 16:05:46,4,458.93,460,Prepaid,Confirmed
