travelCode,user_id,Pickup_Location,rental_date,duration,return_date,Car_Id,total_amount,Duration_Hours,Total_Minutes,Days,Hours,Formatted_Duration,Duration_Days
21262,208,Varanasi,2021-04-12 01:19:00,3,15-04-2021 01:19,5935,20352,72,4320,3,0,3 days 0 hours,3.0
21269,208,Dehradun,2021-12-23 07:14:00,4,27-12-2021 07:14,5035,27704,96,5760,4,0,4 days 0 hours,4.0
21271,208,Dabolim,2022-06-01 08:26:00,3,04-06-2022 08:26,543,21660,72,4320,3,0,3 days 0 hours,3.0
21276,208,Chennai,2022-10-02 05:14:00,4,06-10-2022 05:14,4512,23536,96,5760,4,0,4 days 0 hours,4.0
21278,208,Varanasi,2022-02-24 13:55:00,4,28-02-2022 13:55,5997,60464,96,5760,4,0,4 days 0 hours,4.0
21281,208,Indore,2022-03-17 21:13:00,5,22-03-2022 21:13,10096,29510,120,7200,5,0,5 days 0 hours,5.0
21283,208,Chennai,2022-04-01 00:05:00,5,06-04-2022 00:05,4536,35760,120,7200,5,0,5 days 0 hours,5.0
21284,208,Dhubri,2022-07-04 19:56:00,0,04-07-2022 22:56,6068,6858,3,180,0,3,0 days 3 hours,0.125
21285,208,Bhubaneswar,2022-04-14 23:08:00,7,21-04-2022 23:08,7809,55692,168,10080,7,0,7 days 0 hours,7.0
21288,208,Visakhapatnam,2022-05-05 22:40:00,6,11-05-2022 22:40,9826,44580,144,8640,6,0,6 days 0 hours,6.0
21290,209,Hyderabad,2019-09-26 19:09:00,2,28-09-2019 19:09,974,24208,48,2880,2,0,2 days 0 hours,2.0
21292,209,Ayodhya,2019-10-10 04:00:00,5,15-10-2019 04:00,7748,43040,120,7200,5,0,5 days 0 hours,5.0
21295,209,Ludhiana,2019-10-31 04:26:00,3,03-11-2019 04:26,4074,24618,72,4320,3,0,3 days 0 hours,3.0
21302,209,Visakhapatnam,2019-12-19 03:31:00,5,24-12-2019 03:31,9940,47400,120,7200,5,0,5 days 0 hours,5.0
21305,209,Shillong,2020-09-01 11:11:00,1,02-09-2020 11:11,6601,7548,24,1440,1,0,1 days 0 hours,1.0
21314,209,Udaipur,2020-12-03 15:52:00,1,04-12-2020 15:52,8608,5510,24,1440,1,0,1 days 0 hours,1.0
21318,209,Itanagar,2020-09-04 04:43:00,3,07-09-2020 04:43,5702,55074,72,4320,3,0,3 days 0 hours,3.0
21320,209,Dehradun,2020-04-23 10:41:00,4,27-04-2020 10:41,5127,28880,96,5760,4,0,4 days 0 hours,4.0
21321,209,Gangtok,2020-04-30 22:16:00,7,07-05-2020 22:16,6587,68012,168,10080,7,0,7 days 0 hours,7.0
21324,209,Chandigarh,2020-05-21 10:31:00,2,23-05-2020 10:31,9153,18432,48,2880,2,0,2 days 0 hours,2.0
21326,209,Jamshedpur,2020-04-06 09:13:00,7,13-04-2020 09:13,3053,63322,168,10080,7,0,7 days 0 hours,7.0
21337,209,Kota,2020-08-20 01:54:00,6,26-08-2020 01:54,8364,53400,144,8640,6,0,6 days 0 hours,6.0
21345,209,Itanagar,2020-10-15 05:54:00,0,15-10-2020 07:54,5699,7966,2,120,0,2,0 days 2 hours,0.083333333
21346,209,Surat,2020-10-22 07:53:00,5,27-10-2020 07:53,8566,57480,120,7200,5,0,5 days 0 hours,5.0
21351,209,Prayagraj,2020-11-26 15:12:00,7,03-12-2020 15:12,3635,47782,168,10080,7,0,7 days 0 hours,7.0
21358,209,Hyderabad,2021-01-15 00:27:00,1,16-01-2021 00:27,806,8846,24,1440,1,0,1 days 0 hours,1.0
21362,209,Raigarh,2021-11-02 20:11:00,2,04-11-2021 20:11,4212,13316,48,2880,2,0,2 days 0 hours,2.0
21363,209,Prayagraj,2021-02-18 15:20:00,4,22-02-2021 15:20,3799,30608,96,5760,4,0,4 days 0 hours,4.0
21364,209,Bilaspur,2021-02-26 02:03:00,6,04-03-2021 02:03,2417,49584,144,8640,6,0,6 days 0 hours,6.0
21366,209,Tirupati,2021-11-03 17:45:00,6,09-11-2021 17:45,4987,58296,144,8640,6,0,6 days 0 hours,6.0
21375,209,Ahmedabad,2021-05-13 07:41:00,4,17-05-2021 07:41,746,36720,96,5760,4,0,4 days 0 hours,4.0
21379,209,Udaipur,2021-10-06 11:21:00,3,09-10-2021 11:21,8630,40218,72,4320,3,0,3 days 0 hours,3.0
21382,209,Gwalior,2021-01-07 16:47:00,4,11-01-2021 16:47,1973,45584,96,5760,4,0,4 days 0 hours,4.0
21384,209,Raipur,2021-07-15 05:17:00,5,20-07-2021 05:17,2629,43730,120,7200,5,0,5 days 0 hours,5.0
21386,209,Bhubaneswar,2021-07-29 22:47:00,1,30-07-2021 22:47,7829,8796,24,1440,1,0,1 days 0 hours,1.0
21388,209,Khowai,2021-12-08 19:41:00,3,11-12-2021 19:41,1116,23748,72,4320,3,0,3 days 0 hours,3.0
21393,209,Puri,2021-09-16 09:57:00,6,22-09-2021 09:57,4658,61320,144,8640,6,0,6 days 0 hours,6.0
21397,209,Gwalior,2021-10-14 10:50:00,3,17-10-2021 10:50,1859,21948,72,4320,3,0,3 days 0 hours,3.0
21400,209,Visakhapatnam,2021-04-11 19:31:00,1,12-04-2021 19:31,9840,4934,24,1440,1,0,1 days 0 hours,1.0
21401,209,Dabolim,2021-11-11 18:09:00,4,15-11-2021 18:09,522,34832,96,5760,4,0,4 days 0 hours,4.0
21408,209,Navi Mumbai,2021-12-30 10:30:00,6,05-01-2022 10:30,1206,52776,144,8640,6,0,6 days 0 hours,6.0
21409,209,Udaipur,2022-06-01 04:43:00,2,03-06-2022 04:43,8650,22320,48,2880,2,0,2 days 0 hours,2.0
21420,210,Gwalior,2019-10-31 19:05:00,2,02-11-2019 19:05,1911,11704,48,2880,2,0,2 days 0 hours,2.0
21421,210,Hisar,2019-07-11 09:20:00,1,12-07-2019 09:20,9698,10870,24,1440,1,0,1 days 0 hours,1.0
21422,210,Prayagraj,2019-11-14 07:05:00,5,19-11-2019 07:05,3740,46400,120,7200,5,0,5 days 0 hours,5.0
21423,210,Indore,2019-11-21 04:17:00,3,24-11-2019 04:17,10044,19500,72,4320,3,0,3 days 0 hours,3.0
21428,210,Patna,2019-12-26 19:34:00,7,02-01-2020 19:34,10530,89320,168,10080,7,0,7 days 0 hours,7.0
21432,210,Udaipur,2020-01-23 18:24:00,2,25-01-2020 18:24,8752,13968,48,2880,2,0,2 days 0 hours,2.0
21434,210,Chandigarh,2020-06-02 20:44:00,6,08-06-2020 20:44,9078,86832,144,8640,6,0,6 days 0 hours,6.0
21439,210,Khowai,2020-12-03 14:22:00,3,06-12-2020 14:22,1053,26838,72,4320,3,0,3 days 0 hours,3.0
21441,210,Ahmedabad,2020-03-26 07:23:00,2,28-03-2020 07:23,712,11468,48,2880,2,0,2 days 0 hours,2.0
21442,210,Kullu-Manali,2020-02-04 08:03:00,6,10-02-2020 08:03,7516,47796,144,8640,6,0,6 days 0 hours,6.0
21445,210,Shillong,2020-04-23 23:53:00,5,28-04-2020 23:53,6620,36900,120,7200,5,0,5 days 0 hours,5.0
21448,210,Dehradun,2020-05-15 01:35:00,1,16-05-2020 01:35,5114,8856,24,1440,1,0,1 days 0 hours,1.0
21452,210,Pune,2020-11-06 12:18:00,7,13-11-2020 12:18,1431,35014,168,10080,7,0,7 days 0 hours,7.0
21455,210,Surat,2020-02-07 22:19:00,6,13-02-2020 22:19,8515,46356,144,8640,6,0,6 days 0 hours,6.0
21456,210,Kullu-Manali,2020-09-08 01:01:00,7,15-09-2020 01:01,7587,68712,168,10080,7,0,7 days 0 hours,7.0
21457,210,Navi Mumbai,2020-07-16 02:32:00,7,23-07-2020 02:32,1308,52906,168,10080,7,0,7 days 0 hours,7.0
21460,210,Vadodara,2020-06-08 04:27:00,6,14-06-2020 04:27,3952,41304,144,8640,6,0,6 days 0 hours,6.0
21461,210,Nashik,2020-08-13 09:19:00,5,18-08-2020 09:19,3262,88290,120,7200,5,0,5 days 0 hours,5.0
21463,210,Varanasi,2020-08-27 22:17:00,2,29-08-2020 22:17,5985,21112,48,2880,2,0,2 days 0 hours,2.0
21466,210,Khowai,2020-09-17 17:28:00,6,23-09-2020 17:28,1163,58896,144,8640,6,0,6 days 0 hours,6.0
21467,210,Diu,2020-09-24 17:37:00,0,25-09-2020 02:37,8984,8160,9,540,0,9,0 days 9 hours,0.375
21470,210,Udaipur,2020-10-15 21:53:00,3,18-10-2020 21:53,8748,26424,72,4320,3,0,3 days 0 hours,3.0
21473,210,Mysuru,2020-05-11 15:57:00,2,13-05-2020 15:57,10330,25520,48,2880,2,0,2 days 0 hours,2.0
21479,210,Tirupati,2020-12-17 04:39:00,4,21-12-2020 04:39,4906,32720,96,5760,4,0,4 days 0 hours,4.0
21501,210,Vijayawada,2021-05-20 10:33:00,3,23-05-2021 10:33,1786,30240,72,4320,3,0,3 days 0 hours,3.0
21506,210,Shimla,2021-06-24 07:44:00,3,27-06-2021 07:44,9370,40680,72,4320,3,0,3 days 0 hours,3.0
21508,210,Diu,2021-08-08 00:28:00,1,09-08-2021 00:28,8884,7150,24,1440,1,0,1 days 0 hours,1.0
21510,210,Bengaluru,2021-07-22 11:10:00,0,22-07-2021 21:10,2018,10070,10,600,0,10,0 days 10 hours,0.416666667
21522,210,Ayodhya,2021-10-14 23:28:00,3,17-10-2021 23:28,7601,22494,72,4320,3,0,3 days 0 hours,3.0
21526,210,Navi Mumbai,2021-11-11 19:33:00,7,18-11-2021 19:33,1247,38290,168,10080,7,0,7 days 0 hours,7.0
21528,210,Delhi NCR,2021-11-25 03:51:00,6,01-12-2021 03:51,5413,53076,144,8640,6,0,6 days 0 hours,6.0
21529,210,Raipur,2021-02-13 00:09:00,2,15-02-2021 00:09,2643,14532,48,2880,2,0,2 days 0 hours,2.0
21530,210,Raigarh,2021-09-12 11:49:00,3,15-09-2021 11:49,4222,52374,72,4320,3,0,3 days 0 hours,3.0
21535,210,Mysuru,2022-01-13 10:43:00,3,16-01-2022 10:43,10397,45348,72,4320,3,0,3 days 0 hours,3.0
21539,210,Dabolim,2022-10-02 12:31:00,3,05-10-2022 12:31,420,22440,72,4320,3,0,3 days 0 hours,3.0
21540,210,Ludhiana,2022-02-17 12:08:00,1,18-02-2022 12:08,4125,10364,24,1440,1,0,1 days 0 hours,1.0
21542,210,Khowai,2022-03-04 02:28:00,2,06-03-2022 02:28,1071,10404,48,2880,2,0,2 days 0 hours,2.0
21544,210,Thiruvananthapuram,2022-03-18 00:39:00,7,25-03-2022 00:39,8035,48482,168,10080,7,0,7 days 0 hours,7.0
21548,210,Hyderabad,2022-04-14 01:58:00,7,21-04-2022 01:58,941,96600,168,10080,7,0,7 days 0 hours,7.0
21549,210,Thiruvananthapuram,2022-04-21 08:19:00,3,24-04-2022 08:19,8195,29328,72,4320,3,0,3 days 0 hours,3.0
21550,210,Puri,2022-04-28 21:12:00,4,02-05-2022 21:12,4759,28208,96,5760,4,0,4 days 0 hours,4.0
21551,210,Vijayawada,2022-05-05 14:02:00,2,07-05-2022 14:02,1796,19632,48,2880,2,0,2 days 0 hours,2.0
21554,210,Gwalior,2022-05-26 23:58:00,5,31-05-2022 23:58,1919,29260,120,7200,5,0,5 days 0 hours,5.0
21562,210,Puri,2022-07-21 02:10:00,7,28-07-2022 02:10,4735,48188,168,10080,7,0,7 days 0 hours,7.0
21563,210,Khowai,2022-07-28 21:13:00,4,01-08-2022 21:13,1030,53224,96,5760,4,0,4 days 0 hours,4.0
21564,210,Srinagar,2022-04-08 14:31:00,2,10-04-2022 14:31,5370,26920,48,2880,2,0,2 days 0 hours,2.0
21570,211,Chandigarh,2019-10-10 03:33:00,7,17-10-2019 03:33,9150,108192,168,10080,7,0,7 days 0 hours,7.0
21573,211,Varanasi,2019-10-31 02:49:00,3,03-11-2019 02:49,5852,20574,72,4320,3,0,3 days 0 hours,3.0
21574,211,Itanagar,2019-07-11 10:39:00,3,14-07-2019 10:39,5672,15252,72,4320,3,0,3 days 0 hours,3.0
21576,211,Surat,2019-11-22 01:00:00,6,28-11-2019 01:00,8523,54696,144,8640,6,0,6 days 0 hours,6.0
21578,211,Dehradun,2019-05-12 09:30:00,6,18-05-2019 09:30,5003,42996,144,8640,6,0,6 days 0 hours,6.0
21579,211,Mopa,2019-12-12 12:33:00,0,13-12-2019 00:33,3564,8800,12,720,0,12,0 days 12 hours,0.5
21580,211,Chandigarh,2019-12-19 21:59:00,2,21-12-2019 21:59,9057,17328,48,2880,2,0,2 days 0 hours,2.0
21581,211,Raigarh,2019-12-26 13:55:00,3,29-12-2019 13:55,4215,14502,72,4320,3,0,3 days 0 hours,3.0
21584,211,Raipur,2020-01-16 20:38:00,2,18-01-2020 20:38,2668,13716,48,2880,2,0,2 days 0 hours,2.0
21589,211,Kullu-Manali,2020-02-20 01:13:00,4,24-02-2020 01:13,7568,32640,96,5760,4,0,4 days 0 hours,4.0
21604,211,Gangtok,2020-04-07 01:12:00,4,11-04-2020 01:12,6455,20136,96,5760,4,0,4 days 0 hours,4.0
21608,211,Srinagar,2020-02-07 07:44:00,7,14-02-2020 07:44,5308,52906,168,10080,7,0,7 days 0 hours,7.0
21610,211,Shimla,2020-07-16 07:41:00,3,19-07-2020 07:41,9362,28224,72,4320,3,0,3 days 0 hours,3.0
21616,211,Guwahati,2020-08-27 12:19:00,6,02-09-2020 12:19,2207,31620,144,8640,6,0,6 days 0 hours,6.0
21622,211,Srinagar,2020-08-10 22:11:00,3,13-08-2020 22:11,5352,20352,72,4320,3,0,3 days 0 hours,3.0
21629,211,Ranchi,2020-11-26 12:14:00,6,02-12-2020 12:14,258,61620,144,8640,6,0,6 days 0 hours,6.0
21637,212,Thiruvananthapuram,2019-10-17 06:02:00,3,20-10-2019 06:02,8140,28440,72,4320,3,0,3 days 0 hours,3.0
21638,212,Bengaluru,2019-10-24 15:21:00,4,28-10-2019 15:21,2038,56888,96,5760,4,0,4 days 0 hours,4.0
21645,212,Gangtok,2019-12-12 05:52:00,0,12-12-2019 18:52,6428,6658,13,780,0,13,0 days 13 hours,0.541666667
21655,212,Mumbai,2020-02-20 19:38:00,2,22-02-2020 19:38,10758,32544,48,2880,2,0,2 days 0 hours,2.0
21662,212,Vadodara,2020-09-04 19:01:00,6,10-09-2020 19:01,3962,56448,144,8640,6,0,6 days 0 hours,6.0
21674,212,Khowai,2020-02-07 12:51:00,4,11-02-2020 12:51,1197,60864,96,5760,4,0,4 days 0 hours,4.0
21675,212,Raipur,2020-09-07 11:15:00,3,10-09-2020 11:15,2736,20856,72,4320,3,0,3 days 0 hours,3.0
21676,212,Visakhapatnam,2020-07-16 07:01:00,5,21-07-2020 07:01,9894,51020,120,7200,5,0,5 days 0 hours,5.0
21678,212,Kolkata,2020-07-30 13:29:00,5,04-08-2020 13:29,6239,25510,120,7200,5,0,5 days 0 hours,5.0
21679,212,Diu,2020-06-08 14:11:00,0,09-06-2020 06:11,8860,7580,16,960,0,16,0 days 16 hours,0.666666667
21682,212,Dabolim,2020-08-27 14:02:00,4,31-08-2020 14:02,530,51440,96,5760,4,0,4 days 0 hours,4.0
21684,212,Nashik,2020-10-09 16:22:00,7,16-10-2020 16:22,3270,94542,168,10080,7,0,7 days 0 hours,7.0
21686,212,Itanagar,2020-09-24 10:32:00,6,30-09-2020 10:32,5698,65220,144,8640,6,0,6 days 0 hours,6.0
21688,212,Bilaspur,2020-08-10 09:31:00,5,15-08-2020 09:31,2434,39280,120,7200,5,0,5 days 0 hours,5.0
21689,212,Amritsar,2020-10-15 12:34:00,1,16-10-2020 12:34,6888,6460,24,1440,1,0,1 days 0 hours,1.0
21692,212,Ranchi,2020-05-11 02:10:00,4,15-05-2020 02:10,249,32824,96,5760,4,0,4 days 0 hours,4.0
21693,212,Amritsar,2020-12-11 17:35:00,5,16-12-2020 17:35,6823,26350,120,7200,5,0,5 days 0 hours,5.0
21702,212,Ranchi,2021-01-14 03:32:00,6,20-01-2021 03:32,227,42996,144,8640,6,0,6 days 0 hours,6.0
21709,212,Patna,2021-04-03 09:36:00,7,10-04-2021 09:36,10504,44170,168,10080,7,0,7 days 0 hours,7.0
21710,212,Amritsar,2021-11-03 11:46:00,4,07-11-2021 11:46,6873,29664,96,5760,4,0,4 days 0 hours,4.0
21715,212,Mopa,2021-04-15 14:04:00,7,22-04-2021 14:04,3421,82250,168,10080,7,0,7 days 0 hours,7.0
21717,212,Navi Mumbai,2021-04-29 10:28:00,2,01-05-2021 10:28,1304,12620,48,2880,2,0,2 days 0 hours,2.0
21720,212,Dabolim,2021-05-20 19:34:00,7,27-05-2021 19:34,433,50512,168,10080,7,0,7 days 0 hours,7.0
21722,212,Varanasi,2021-03-06 06:42:00,0,06-03-2021 07:42,5804,6250,1,60,0,1,0 days 1 hours,0.041666667
21724,212,Kolkata,2021-06-17 14:00:00,6,23-06-2021 14:00,6227,42996,144,8640,6,0,6 days 0 hours,6.0
21725,212,Pune,2021-06-24 12:56:00,2,26-06-2021 12:56,1490,23420,48,2880,2,0,2 days 0 hours,2.0
21728,212,Dabolim,2021-07-15 12:32:00,0,16-07-2021 03:32,591,7952,15,900,0,15,0 days 15 hours,0.625
21729,212,Kolkata,2021-07-22 21:12:00,7,29-07-2021 21:12,6249,57792,168,10080,7,0,7 days 0 hours,7.0
21732,212,Bhopal,2021-12-08 19:31:00,4,12-12-2021 19:31,7057,34256,96,5760,4,0,4 days 0 hours,4.0
21737,212,Vadodara,2021-09-16 03:18:00,0,16-09-2021 11:18,3849,8156,8,480,0,8,0 days 8 hours,0.333333333
21738,212,Coimbatore,2021-09-24 00:25:00,6,30-09-2021 00:25,72,30504,144,8640,6,0,6 days 0 hours,6.0
21740,212,Imphal,2021-07-10 13:23:00,3,13-07-2021 13:23,9544,22080,72,4320,3,0,3 days 0 hours,3.0
21741,212,Hyderabad,2021-10-14 15:28:00,2,16-10-2021 15:28,865,16512,48,2880,2,0,2 days 0 hours,2.0
21751,212,Amritsar,2021-12-23 18:56:00,6,29-12-2021 18:56,6932,52848,144,8640,6,0,6 days 0 hours,6.0
21752,212,Navi Mumbai,2021-12-30 08:26:00,4,03-01-2022 08:26,1380,39920,96,5760,4,0,4 days 0 hours,4.0
21754,212,Kota,2022-01-13 07:46:00,0,13-01-2022 14:46,8390,15956,7,420,0,7,0 days 7 hours,0.291666667
21755,212,Gwalior,2022-01-20 18:06:00,1,21-01-2022 18:06,1914,8756,24,1440,1,0,1 days 0 hours,1.0
21771,212,Kota,2022-12-05 07:56:00,3,08-12-2022 07:56,8343,21360,72,4320,3,0,3 days 0 hours,3.0
21773,212,Guwahati,2022-05-26 03:04:00,4,30-05-2022 03:04,2384,33440,96,5760,4,0,4 days 0 hours,4.0
21775,212,Vijayawada,2022-09-06 22:44:00,1,07-09-2022 22:44,1758,16172,24,1440,1,0,1 days 0 hours,1.0
21777,212,Kota,2022-06-23 13:13:00,7,30-06-2022 13:13,8261,82950,168,10080,7,0,7 days 0 hours,7.0
21779,212,Visakhapatnam,2022-07-07 09:20:00,4,11-07-2022 09:20,9827,28664,96,5760,4,0,4 days 0 hours,4.0
21781,212,Nashik,2022-07-21 19:25:00,2,23-07-2022 19:25,3223,10340,48,2880,2,0,2 days 0 hours,2.0
21782,212,Bhubaneswar,2022-07-28 04:29:00,2,30-07-2022 04:29,7977,22128,48,2880,2,0,2 days 0 hours,2.0
21783,212,Mopa,2022-04-08 23:34:00,2,10-04-2022 23:34,3512,11268,48,2880,2,0,2 days 0 hours,2.0
21791,212,Kolkata,2022-09-29 05:30:00,4,03-10-2022 05:30,6260,30720,96,5760,4,0,4 days 0 hours,4.0
21792,212,Dabolim,2022-06-10 09:17:00,4,14-06-2022 09:17,470,54624,96,5760,4,0,4 days 0 hours,4.0
21793,212,Srinagar,2022-10-13 06:50:00,7,20-10-2022 06:50,5257,59948,168,10080,7,0,7 days 0 hours,7.0
21797,212,Imphal,2022-10-12 00:01:00,6,18-10-2022 00:01,9561,60888,144,8640,6,0,6 days 0 hours,6.0
21808,212,Bilaspur,2023-01-26 09:53:00,7,02-02-2023 09:53,2523,61712,168,10080,7,0,7 days 0 hours,7.0
21814,213,Jamshedpur,2019-10-10 21:37:00,6,16-10-2019 21:37,3177,65784,144,8640,6,0,6 days 0 hours,6.0
21816,213,Navi Mumbai,2019-10-24 19:03:00,3,27-10-2019 19:03,1261,35850,72,4320,3,0,3 days 0 hours,3.0
21821,213,Gangtok,2019-11-28 19:41:00,3,01-12-2019 19:41,6495,17052,72,4320,3,0,3 days 0 hours,3.0
21822,213,Chandigarh,2019-05-12 11:10:00,1,13-05-2019 11:10,9025,8006,24,1440,1,0,1 days 0 hours,1.0
21829,213,Puri,2020-01-23 09:30:00,2,25-01-2020 09:30,4795,19152,48,2880,2,0,2 days 0 hours,2.0
21832,213,Vadodara,2020-02-13 17:42:00,1,14-02-2020 17:42,3904,6310,24,1440,1,0,1 days 0 hours,1.0
21836,213,Tirupati,2020-12-03 10:55:00,4,07-12-2020 10:55,4911,23408,96,5760,4,0,4 days 0 hours,4.0
21839,213,Delhi NCR,2020-02-04 16:46:00,5,09-02-2020 16:46,5483,40580,120,7200,5,0,5 days 0 hours,5.0
21845,213,Indore,2020-05-14 11:06:00,6,20-05-2020 11:06,10054,56424,144,8640,6,0,6 days 0 hours,6.0
21846,213,Visakhapatnam,2020-05-21 13:46:00,3,24-05-2020 13:46,9990,48768,72,4320,3,0,3 days 0 hours,3.0
21855,213,Dhubri,2020-07-23 13:16:00,0,24-07-2020 05:16,6098,10820,16,960,0,16,0 days 16 hours,0.666666667
21856,213,Visakhapatnam,2020-07-30 12:50:00,3,02-08-2020 12:50,9935,20952,72,4320,3,0,3 days 0 hours,3.0
21858,213,Gwalior,2020-08-13 18:19:00,6,19-08-2020 18:19,1808,32760,144,8640,6,0,6 days 0 hours,6.0
21859,213,Kota,2020-08-20 04:36:00,4,24-08-2020 04:36,8255,20136,96,5760,4,0,4 days 0 hours,4.0
21863,213,Shillong,2020-09-17 20:51:00,5,22-09-2020 20:51,6761,51240,120,7200,5,0,5 days 0 hours,5.0
21867,213,Ayodhya,2020-10-15 10:51:00,5,20-10-2020 10:51,7618,49850,120,7200,5,0,5 days 0 hours,5.0
21869,213,Thiruvananthapuram,2020-10-29 15:22:00,3,01-11-2020 15:22,8021,35250,72,4320,3,0,3 days 0 hours,3.0
21871,213,Chandigarh,2020-12-11 04:24:00,1,12-12-2020 04:24,9163,10016,24,1440,1,0,1 days 0 hours,1.0
21874,213,Prayagraj,2020-03-12 02:36:00,5,17-03-2020 02:36,3663,26850,120,7200,5,0,5 days 0 hours,5.0
21877,213,Delhi NCR,2020-12-24 18:05:00,6,30-12-2020 18:05,5455,31104,144,8640,6,0,6 days 0 hours,6.0
21885,213,Bhopal,2021-02-19 00:22:00,4,23-02-2021 00:22,7113,31864,96,5760,4,0,4 days 0 hours,4.0
21890,213,Prayagraj,2021-03-25 03:14:00,3,28-03-2021 03:14,3639,15006,72,4320,3,0,3 days 0 hours,3.0
21899,213,Bengaluru,2021-05-27 12:49:00,3,30-05-2021 12:49,2009,24018,72,4320,3,0,3 days 0 hours,3.0
21900,213,Tirupati,2021-03-06 04:03:00,3,09-03-2021 04:03,4801,22494,72,4320,3,0,3 days 0 hours,3.0
21901,213,Imphal,2021-10-07 01:34:00,3,10-10-2021 01:34,9416,15006,72,4320,3,0,3 days 0 hours,3.0
21910,213,Jaipur,2021-12-08 11:01:00,6,14-12-2021 11:01,7232,29604,144,8640,6,0,6 days 0 hours,6.0
21912,213,Kolkata,2021-08-26 10:34:00,5,31-08-2021 10:34,6340,47400,120,7200,5,0,5 days 0 hours,5.0
21923,214,Visakhapatnam,2019-11-14 02:41:00,5,19-11-2019 02:41,9861,60000,120,7200,5,0,5 days 0 hours,5.0
21926,214,Prayagraj,2019-05-12 07:44:00,3,15-05-2019 07:44,3615,14502,72,4320,3,0,3 days 0 hours,3.0
21928,214,Surat,2019-12-19 13:51:00,1,20-12-2019 13:51,8403,7116,24,1440,1,0,1 days 0 hours,1.0
21931,214,Gangtok,2020-09-01 09:38:00,0,01-09-2020 23:38,6496,5852,14,840,0,14,0 days 14 hours,0.583333333
21939,214,Itanagar,2020-05-03 08:49:00,2,05-05-2020 08:49,5769,21312,48,2880,2,0,2 days 0 hours,2.0
21942,214,Dabolim,2020-03-26 21:43:00,6,01-04-2020 21:43,468,42048,144,8640,6,0,6 days 0 hours,6.0
21945,214,Dabolim,2020-04-16 04:15:00,4,20-04-2020 04:15,413,35584,96,5760,4,0,4 days 0 hours,4.0
21948,215,Itanagar,2019-09-26 15:06:00,3,29-09-2019 15:06,5646,26988,72,4320,3,0,3 days 0 hours,3.0
21952,215,Ahmedabad,2019-10-24 14:41:00,0,25-10-2019 00:41,700,8230,10,600,0,10,0 days 10 hours,0.416666667
21953,215,Surat,2019-10-31 08:16:00,4,04-11-2019 08:16,8438,56688,96,5760,4,0,4 days 0 hours,4.0
21957,215,Hisar,2019-11-29 00:37:00,3,02-12-2019 00:37,9796,29448,72,4320,3,0,3 days 0 hours,3.0
21961,215,Gwalior,2019-12-26 20:14:00,2,28-12-2019 20:14,1953,18032,48,2880,2,0,2 days 0 hours,2.0
21963,215,Patna,2020-09-01 10:44:00,2,03-09-2020 10:44,10470,27112,48,2880,2,0,2 days 0 hours,2.0
21964,215,Vadodara,2020-01-16 13:56:00,0,17-01-2020 07:56,3991,7752,18,1080,0,18,0 days 18 hours,0.75
21971,215,Ludhiana,2020-05-03 15:20:00,4,07-05-2020 15:20,4066,30520,96,5760,4,0,4 days 0 hours,4.0
21974,215,Vijayawada,2020-03-26 11:59:00,5,31-03-2020 11:59,1629,43730,120,7200,5,0,5 days 0 hours,5.0
21976,215,Jaipur,2020-09-04 14:06:00,1,05-09-2020 14:06,7388,9608,24,1440,1,0,1 days 0 hours,1.0
21977,215,Bilaspur,2020-04-16 03:29:00,4,20-04-2020 03:29,2592,29936,96,5760,4,0,4 days 0 hours,4.0
21978,215,Ranchi,2020-04-23 21:09:00,6,29-04-2020 21:09,264,34260,144,8640,6,0,6 days 0 hours,6.0
21982,215,Dabolim,2020-05-21 04:49:00,6,27-05-2020 04:49,520,34404,144,8640,6,0,6 days 0 hours,6.0
21988,216,Diu,2019-10-10 03:53:00,2,12-10-2019 03:53,8835,13752,48,2880,2,0,2 days 0 hours,2.0
21989,216,Itanagar,2019-10-17 21:09:00,4,21-10-2019 21:09,5728,29840,96,5760,4,0,4 days 0 hours,4.0
21990,216,Coimbatore,2019-10-24 12:01:00,3,27-10-2019 12:01,138,35760,72,4320,3,0,3 days 0 hours,3.0
21991,216,Jamshedpur,2019-10-31 01:50:00,2,02-11-2019 01:50,3142,39016,48,2880,2,0,2 days 0 hours,2.0
21993,216,Puri,2019-11-14 02:46:00,4,18-11-2019 02:46,4714,35224,96,5760,4,0,4 days 0 hours,4.0
21994,216,Tirupati,2019-11-21 10:03:00,0,21-11-2019 22:03,4941,13600,12,720,0,12,0 days 12 hours,0.5
22001,216,Dhubri,2020-09-01 18:47:00,6,07-09-2020 18:47,6111,35112,144,8640,6,0,6 days 0 hours,6.0
22002,216,Indore,2020-01-16 05:31:00,7,23-01-2020 05:31,10164,63000,168,10080,7,0,7 days 0 hours,7.0
22003,216,Itanagar,2020-01-23 02:48:00,7,30-01-2020 02:48,5636,49812,168,10080,7,0,7 days 0 hours,7.0
22008,216,Gangtok,2020-02-27 05:52:00,2,29-02-2020 05:52,6497,18328,48,2880,2,0,2 days 0 hours,2.0
22012,216,Delhi NCR,2020-03-26 09:16:00,5,31-03-2020 09:16,5484,36500,120,7200,5,0,5 days 0 hours,5.0
22014,216,Dabolim,2020-09-05 02:58:00,4,09-09-2020 02:58,507,31864,96,5760,4,0,4 days 0 hours,4.0
